date,tqqq_alloc,bond_alloc,equity
1985-08-26,0.0,0.0,726851.8935273362
1985-08-27,0.0,0.0,727003.3226747572
1985-08-28,0.0,0.0,727154.7901202996
1985-08-29,0.0,0.0,727306.277519398
1985-08-30,0.0,0.0,727457.8048256091
1985-09-03,0.0,0.0,728064.2232490598
1985-09-04,0.0,0.0,728215.9051914023
1985-09-05,0.0,0.0,728367.9812214343
1985-09-06,0.0,0.0,728520.0971585793
1985-09-09,0.0,0.0,728976.630091166
1985-09-10,0.0,0.0,729128.874256065
1985-09-11,0.0,0.0,729281.1498204271
1985-09-12,0.0,0.0,729433.4553151234
1985-09-13,0.0,0.0,729585.790740154
1985-09-16,0.0,0.0,730042.9822719966
1985-09-17,0.0,0.0,730195.4492955854
1985-09-18,0.0,0.0,730347.9443464809
1985-09-19,0.0,0.0,730500.4693277102
1985-09-20,0.0,0.0,730653.0342160512
1985-09-23,0.30000000000000004,0.0,731001.2476485773
1985-09-24,0.0,0.0,717932.1336791666
1985-09-25,0.0,0.0,718082.0717737606
1985-09-26,0.0,0.0,718232.0401737016
1985-09-27,0.0,0.0,718382.0384955101
1985-09-30,0.0,0.0,718832.2172296157
1985-10-01,0.0,0.0,718982.3399847633
1985-10-02,0.0,0.0,719132.4978896584
1985-10-03,0.0,0.0,719283.9623827661
1985-10-04,0.0,0.0,719435.4567977411
1985-10-07,0.0,0.0,719890.1255551616
1985-10-08,0.0,0.0,720041.7516342888
1985-10-09,0.0,0.0,720193.4056300372
1985-10-10,0.0,0.0,720345.0895476525
1985-10-11,0.0,0.0,720496.8133610905
1985-10-14,0.0,0.0,720952.1405280844
1985-10-15,0.0,0.0,721103.9894017323
1985-10-16,1.0,0.0,720895.2448581813
1985-10-17,1.0,0.0,728537.6016022805
1985-10-18,1.0,0.0,719939.7598638475
1985-10-21,1.0,0.0,707329.4544415295
1985-10-22,1.0,0.0,721085.7681416873
1985-10-23,1.0,0.0,732358.2867609306
1985-10-24,1.0,0.0,739809.5821907602
1985-10-25,1.0,0.0,709048.6459270585
1985-10-28,1.0,0.0,706755.6425878858
1985-10-29,1.0,0.0,735796.8488004311
1985-10-30,1.0,0.0,742292.8383046241
1985-10-31,1.0,0.0,736178.7913349805
1985-11-01,1.0,0.0,750890.4106038262
1985-11-04,1.0,0.0,745731.489420408
1985-11-05,1.0,0.0,752800.662265614
1985-11-06,1.0,0.0,770569.2599564042
1985-11-07,1.0,0.0,774772.515381538
1985-11-08,1.0,0.0,806488.5775875885
1985-11-11,1.0,0.0,829033.5238960973
1985-11-12,1.0,0.0,857883.6686372571
1985-11-13,1.0,0.0,843362.930409163
1985-11-14,1.0,0.0,856737.1212786649
1985-11-15,1.0,0.0,863233.1104249322
1985-11-18,1.0,0.0,857883.1271429025
1985-11-19,1.0,0.0,870302.0121085073
1985-11-20,1.0,0.0,861704.1696324926
1985-11-21,1.0,0.0,890936.4364885559
1985-11-22,1.0,0.0,898196.6701112074
1985-11-25,1.0,0.0,879281.3441145337
1985-11-26,1.0,0.0,896094.6355651343
1985-11-27,1.0,0.0,934879.9602042165
1985-11-29,1.0,0.0,940611.6138729982
1985-12-02,1.0,0.0,920358.8592956557
1985-12-03,1.0,0.0,920740.8909701548
1985-12-04,1.0,0.0,979778.6982374829
1985-12-05,1.0,0.0,991051.2158932424
1985-12-06,1.0,0.0,955513.7497292085
1985-12-09,1.0,0.0,966595.0246492825
1985-12-10,1.0,0.0,977103.297558915
1985-12-11,1.0,0.0,1004042.8300646214
1985-12-12,1.0,0.0,1016843.836829408
1985-12-13,1.0,0.0,1071678.2984099856
1985-12-16,1.0,0.0,1082568.5116978826
1985-12-17,1.0,0.0,1055437.736253329
1985-12-18,1.0,0.0,1045120.3427215229
1985-12-19,1.0,0.0,1063271.0617621853
1985-12-20,1.0,0.0,1070531.2947539375
1985-12-23,1.0,0.0,1032509.8510280077
1985-12-24,1.0,0.0,1015123.1945013256
1985-12-26,1.0,0.0,1021810.1527433395
1985-12-27,1.0,0.0,1047794.3790955858
1985-12-30,1.0,0.0,1058111.4079582985
1985-12-31,1.0,0.0,1065753.763017707
1986-01-02,1.0,0.0,1039769.2628635574
1986-01-03,1.0,0.0,1022191.5449519076
1986-01-06,1.0,0.0,1017032.6195114711
1986-01-07,1.0,0.0,1073204.508634504
1986-01-08,1.0,0.0,1032890.5127649516
1986-01-09,1.0,0.0,976336.3184124037
1986-01-10,1.0,0.0,992958.5476875466
1986-01-13,1.0,0.0,981494.6035442287
1986-01-14,1.0,0.0,982640.8789015603
1986-01-15,1.0,0.0,1035755.7893090189
1986-01-16,1.0,0.0,1071102.0119665926
1986-01-17,1.0,0.0,1063268.4128129045
1986-01-20,1.0,0.0,1034417.9027812164
1986-01-21,1.0,0.0,1021616.7134191489
1986-01-22,1.0,0.0,986270.307348258
1986-01-23,1.0,0.0,977672.463424433
1986-01-24,1.0,0.0,998115.9155479419
1986-01-27,1.0,0.0,1011107.7987174679
1986-01-28,1.0,0.0,1038047.3301338098
1986-01-29,1.0,0.0,1062694.127627044
1986-01-30,1.0,0.0,1041104.1247752436
1986-01-31,1.0,0.0,1057726.353571834
1986-02-03,1.0,0.0,1088295.8628305057
1986-02-04,1.0,0.0,1096320.3394096321
1986-02-05,1.0,0.0,1122686.6871680785
1986-02-06,1.0,0.0,1144849.6894198102
1986-02-07,1.0,0.0,1163764.651956602
1986-02-10,1.0,0.0,1180768.8184915273
1986-02-11,1.0,0.0,1183443.5824764487
1986-02-12,1.0,0.0,1192996.5481392797
1986-02-13,1.0,0.0,1205033.308837822
1986-02-14,1.0,0.0,1230062.2282816598
1986-02-18,1.0,0.0,1244391.4457257292
1986-02-19,1.0,0.0,1214394.7514482802
1986-02-20,1.0,0.0,1221463.9218689709
1986-02-21,1.0,0.0,1252224.6759028637
1986-02-24,1.0,0.0,1226049.019685868
1986-02-25,1.0,0.0,1204267.955079897
1986-02-26,1.0,0.0,1189747.2144684682
1986-02-27,1.0,0.0,1231398.4543907575
1986-02-28,1.0,0.0,1227959.2609179842
1986-03-03,1.0,0.0,1209234.9893939092
1986-03-04,1.0,0.0,1229296.3183068715
1986-03-05,1.0,0.0,1220507.412285018
1986-03-06,1.0,0.0,1234072.6617677987
1986-03-07,1.0,0.0,1231015.5904505476
1986-03-10,1.0,0.0,1275341.5007002014
1986-03-11,1.0,0.0,1352721.1769586673
1986-03-12,1.0,0.0,1387494.2148806322
1986-03-13,1.0,0.0,1397620.3633515711
1986-03-14,1.0,0.0,1396282.842298055
1986-03-17,1.0,0.0,1377367.5086471606
1986-03-18,1.0,0.0,1411949.485272211
1986-03-19,1.0,0.0,1406790.7409360632
1986-03-20,1.0,0.0,1415197.3388200852
1986-03-21,1.0,0.0,1420164.8358305714
1986-03-24,1.0,0.0,1392842.8107265085
1986-03-25,1.0,0.0,1403160.0200784118
1986-03-26,1.0,0.0,1395708.541680037
1986-03-27,1.0,0.0,1426469.2949297389
1986-03-31,1.0,0.0,1439652.1416420378
1986-04-01,1.0,0.0,1426850.950670649
1986-04-02,1.0,0.0,1439460.8937374386
1986-04-03,1.0,0.0,1432391.5374703421
1986-04-04,1.0,0.0,1383097.6651833248
1986-04-07,1.0,0.0,1354438.2109972406
1986-04-08,1.0,0.0,1433728.498191054
1986-04-09,1.0,0.0,1436403.2608608054
1986-04-10,1.0,0.0,1513782.9364245832
1986-04-11,1.0,0.0,1539767.1603673033
1986-04-14,1.0,0.0,1576832.7441677095
1986-04-15,1.0,0.0,1606447.1300261568
1986-04-16,1.0,0.0,1729108.2999807894
1986-04-17,1.0,0.0,1733120.490572954
1986-04-18,1.0,0.0,1686501.474177445
1986-04-21,1.0,0.0,1713249.754937733
1986-04-22,1.0,0.0,1690513.3832435447
1986-04-23,1.0,0.0,1676565.8248104258
1986-04-24,1.0,0.0,1752034.888464678
1986-04-25,1.0,0.0,1770758.7880638186
1986-04-28,1.0,0.0,1751079.2068538193
1986-04-29,1.0,0.0,1695862.4380757543
1986-04-30,1.0,0.0,1587339.6060929594
1986-05-01,1.0,0.0,1564603.2341887283
1986-05-02,1.0,0.0,1588103.662583325
1986-05-05,1.0,0.0,1652682.0517178136
1986-05-06,1.0,0.0,1651153.4682742243
1986-05-07,1.0,0.0,1622494.2003206615
1986-05-08,1.0,0.0,1649815.8517420576
1986-05-09,1.0,0.0,1672552.0353394975
1986-05-12,1.0,0.0,1666246.7342324017
1986-05-13,1.0,0.0,1642937.1785723127
1986-05-14,1.0,0.0,1640453.2891496108
1986-05-15,1.0,0.0,1600521.4126656547
1986-05-16,1.0,0.0,1575683.3676683884
1986-05-19,1.0,0.0,1584280.8364207782
1986-05-20,1.0,0.0,1635294.0711970627
1986-05-21,1.0,0.0,1647712.9519619215
1986-05-22,1.0,0.0,1715539.568626589
1986-05-23,1.0,0.0,1731588.611353242
1986-05-27,1.0,0.0,1763304.3851042949
1986-05-28,1.0,0.0,1766361.2689451936
1986-05-29,1.0,0.0,1775723.170988322
1986-05-30,1.0,0.0,1825207.916262718
1986-06-02,1.0,0.0,1786231.155597254
1986-06-03,1.0,0.0,1787759.5500300694
1986-06-04,1.0,0.0,1777060.0303045302
1986-06-05,1.0,0.0,1793682.2562003587
1986-06-06,1.0,0.0,1776677.7182019292
1986-06-09,1.0,0.0,1667772.573083232
1986-06-10,1.0,0.0,1650768.034990459
1986-06-11,1.0,0.0,1710187.9602165574
1986-06-12,1.0,0.0,1719740.9230880868
1986-06-13,1.0,0.0,1782599.9491173779
1986-06-16,1.0,0.0,1730248.9063763772
1986-06-17,0.5,0.5,1656434.6254149682
1986-06-18,1.0,0.0,1653600.5238545118
1986-06-19,1.0,0.0,1677685.589202419
1986-06-20,1.0,0.0,1686287.2659346585
1986-06-23,1.0,0.0,1684183.9658193183
1986-06-24,1.0,0.0,1722605.5018046296
1986-06-25,1.0,0.0,1760262.4259577969
1986-06-26,1.0,0.0,1749939.9608041835
1986-06-27,1.0,0.0,1745543.2369018493
1986-06-30,1.0,0.0,1776891.7011287431
1986-07-01,1.0,0.0,1799065.2364100209
1986-07-02,1.0,0.0,1818944.9362971345
1986-07-03,1.0,0.0,1836339.64784483
1986-07-07,1.0,0.0,1604279.1459316374
1986-07-08,0.4,0.6,1469207.101732335
1986-07-09,0.4,0.6,1493584.19625658
1986-07-10,0.4,0.6,1479981.6205357576
1986-07-11,0.4,0.6,1462863.820854836
1986-07-14,0.4,0.6,1421750.4216989526
1986-07-15,0.30000000000000004,0.7,1388418.0984612226
1986-07-16,0.4,0.6,1397821.9177756838
1986-07-17,0.4,0.6,1409596.7428583498
1986-07-18,0.4,0.6,1401197.8681209607
1986-07-21,0.30000000000000004,0.7,1392827.2519003951
1986-07-22,0.30000000000000004,0.7,1395434.3740957964
1986-07-23,0.30000000000000004,0.7,1393199.6441315578
1986-07-24,0.30000000000000004,0.7,1393820.3654307877
1986-07-25,0.4,0.6,1401818.330075585
1986-07-28,0.30000000000000004,0.7,1370151.6510520584
1986-07-29,0.1,0.9,1358616.5982098347
1986-07-30,0.1,0.9,1359434.3669619495
1986-07-31,0.1,0.9,1359864.7450090633
1986-08-01,0.1,0.9,1376530.2669214422
1986-08-04,0.1,0.9,1371752.2801165835
1986-08-05,0.1,0.9,1369836.794864189
1986-08-06,0.1,0.9,1366178.0514860032
1986-08-07,0.1,0.9,1366500.823543649
1986-08-08,0.1,0.9,1370719.0242166715
1986-08-11,0.1,0.9,1379241.4587845993
1986-08-12,0.30000000000000004,0.7,1383510.079010234
1986-08-13,0.30000000000000004,0.7,1398331.797681552
1986-08-14,0.4,0.6,1408026.7646821102
1986-08-15,0.4,0.6,1402980.4669349603
1986-08-18,0.30000000000000004,0.7,1396839.871613002
1986-08-19,0.30000000000000004,0.7,1392584.487633735
1986-08-20,0.4,0.6,1401931.2539987424
1986-08-21,1.0,0.0,1403661.1811959087
1986-08-22,1.0,0.0,1429099.0882876797
1986-08-25,1.0,0.0,1398853.3039209226
1986-08-26,1.0,0.0,1432904.1032312808
1986-08-27,1.0,0.0,1456739.611572552
1986-08-28,1.0,0.0,1456739.4410319733
1986-08-29,1.0,0.0,1445923.0800555549
1986-09-02,1.0,0.0,1377620.1580236014
1986-09-03,1.0,0.0,1390038.5762549932
1986-09-04,1.0,0.0,1433102.867255511
1986-09-05,0.30000000000000004,0.7,1382459.5188174797
1986-09-08,0.1,0.9,1356022.949170019
1986-09-09,0.1,0.9,1353739.746651377
1986-09-10,0.0,1.0,1350739.699985238
1986-09-11,0.0,1.0,1350739.6745217284
1986-09-12,0.0,1.0,1350739.6490533967
1986-09-15,0.0,1.0,1350739.5726166083
1986-09-16,0.0,1.0,1350739.5471277032
1986-09-17,0.0,1.0,1350739.5216341172
1986-09-18,0.0,1.0,1350739.496134908
1986-09-19,0.0,1.0,1350739.4706310267
1986-09-22,0.0,1.0,1350739.394090415
1986-09-23,0.0,1.0,1350739.3685668954
1986-09-24,0.0,1.0,1350739.3430377431
1986-09-25,0.0,1.0,1350739.317503916
1986-09-26,0.0,1.0,1350739.2919654136
1986-09-29,0.0,1.0,1350739.2153180514
1986-09-30,0.0,1.0,1350739.1897595762
1986-10-01,0.0,1.0,1360939.6546283397
1986-10-02,0.0,1.0,1360939.6290598714
1986-10-03,0.0,1.0,1360939.60362006
1986-10-06,0.0,1.0,1360939.527268927
1986-10-07,0.0,1.0,1360939.5018092094
1986-10-08,0.0,1.0,1360939.4763450972
1986-10-09,0.0,1.0,1360939.4508753617
1986-10-10,0.0,1.0,1360939.425400955
1986-10-13,0.0,1.0,1360939.3489460042
1986-10-14,0.0,1.0,1360939.3234516738
1986-10-15,0.0,1.0,1360939.297951997
1986-10-16,0.0,1.0,1360939.2724476457
1986-10-17,0.0,1.0,1360939.24693862
1986-10-20,0.0,1.0,1360939.1703826417
1986-10-21,0.0,1.0,1360939.1448533586
1986-10-22,0.0,1.0,1360939.1193190466
1986-10-23,1.0,0.0,1359578.0889637826
1986-10-24,1.0,0.0,1353633.8207482018
1986-10-27,1.0,0.0,1346975.7428034537
1986-10-28,1.0,0.0,1367185.0907895935
1986-10-29,1.0,0.0,1384779.0770835578
1986-10-30,1.0,0.0,1431855.3218216593
1986-10-31,1.0,0.0,1422106.8908595543
1986-11-03,1.0,0.0,1430903.221529661
1986-11-04,1.0,0.0,1464427.1375083688
1986-11-05,1.0,0.0,1470133.115984089
1986-11-06,1.0,0.0,1445881.3156143907
1986-11-07,1.0,0.0,1430188.8805628498
1986-11-10,1.0,0.0,1411167.2726995954
1986-11-11,1.0,0.0,1441362.5462293248
1986-11-12,1.0,0.0,1447306.2844933653
1986-11-13,1.0,0.0,1381684.2178092776
1986-11-14,1.0,0.0,1383586.033434447
1986-11-17,1.0,0.0,1373599.3101558404
1986-11-18,0.4,0.6,1299112.7781543052
1986-11-19,0.0,1.0,1285875.2425887391
1986-11-20,0.4,0.6,1285360.5405691632
1986-11-21,0.4,0.6,1302449.7165864776
1986-11-24,0.5,0.5,1319798.8785008327
1986-11-25,0.5,0.5,1336883.9882430546
1986-11-26,1.0,0.0,1351075.8479870788
1986-11-28,1.0,0.0,1379873.0542007994
1986-12-01,1.0,0.0,1348457.238791048
1986-12-02,1.0,0.0,1402997.7684298784
1986-12-03,1.0,0.0,1436594.6841382422
1986-12-04,1.0,0.0,1432667.624908594
1986-12-05,1.0,0.0,1404960.8373655996
1986-12-08,1.0,0.0,1370272.581732867
1986-12-09,1.0,0.0,1342129.4687952818
1986-12-10,1.0,0.0,1343656.4755291562
1986-12-11,1.0,0.0,1318785.8022116208
1986-12-12,1.0,0.0,1288242.900102095
1986-12-15,0.6000000000000001,0.3999999999999999,1262648.2075702017
1986-12-16,0.6000000000000001,0.3999999999999999,1268797.0689180559
1986-12-17,0.4,0.6,1245136.35111444
1986-12-18,0.4,0.6,1242848.3736344697
1986-12-19,0.6000000000000001,0.3999999999999999,1251841.741875355
1986-12-22,0.6000000000000001,0.3999999999999999,1256291.507889876
1986-12-23,0.4,0.6,1235502.5154048444
1986-12-24,0.6000000000000001,0.3999999999999999,1234815.1604120776
1986-12-26,0.6000000000000001,0.3999999999999999,1236531.6381354097
1986-12-29,0.0,1.0,1213231.6997899944
1986-12-30,0.0,1.0,1213231.5404794915
1986-12-31,0.0,1.0,1213231.3811264338
1987-01-02,0.1,0.9,1222787.8150373332
1987-01-05,1.0,0.0,1233285.0583476336
1987-01-06,1.0,0.0,1274162.5114351835
1987-01-07,1.0,0.0,1373839.4098178104
1987-01-08,1.0,0.0,1446331.6330708317
1987-01-09,1.0,0.0,1481570.7830180447
1987-01-12,1.0,0.0,1546410.5359408169
1987-01-13,1.0,0.0,1554666.3785601107
1987-01-14,1.0,0.0,1642663.9346808752
1987-01-15,1.0,0.0,1686561.9067359495
1987-01-16,1.0,0.0,1635414.199953796
1987-01-19,1.0,0.0,1753415.0941134107
1987-01-20,1.0,0.0,1754421.689667865
1987-01-21,1.0,0.0,1681928.9784820797
1987-01-22,1.0,0.0,1794292.0577571027
1987-01-23,1.0,0.0,1755427.796371669
1987-01-26,1.0,0.0,1671456.6219816913
1987-01-27,1.0,0.0,1747170.7316249136
1987-01-28,1.0,0.0,1776771.5775670526
1987-01-29,1.0,0.0,1715756.8398693323
1987-01-30,1.0,0.0,1743746.7419949865
1987-02-02,1.0,0.0,1856914.802757865
1987-02-03,1.0,0.0,1896584.0465511691
1987-02-04,1.0,0.0,1960216.0779495942
1987-02-05,1.0,0.0,1997468.9060721747
1987-02-06,1.0,0.0,1996059.085143945
1987-02-09,1.0,0.0,1960416.2197239976
1987-02-10,1.0,0.0,1915309.5504940313
1987-02-11,1.0,0.0,2036130.0831533945
1987-02-12,1.0,0.0,2044788.660075682
1987-02-13,1.0,0.0,2141243.669040033
1987-02-17,1.0,0.0,2304552.104660168
1987-02-18,1.0,0.0,2211318.4917132966
1987-02-19,1.0,0.0,2160976.254942606
1987-02-20,1.0,0.0,2116876.424986748
1987-02-23,1.0,0.0,2080830.8213570083
1987-02-24,1.0,0.0,2123117.8475351273
1987-02-25,1.0,0.0,2194200.492442687
1987-02-26,1.0,0.0,2237091.6224024347
1987-02-27,1.0,0.0,2256624.0685389303
1987-03-02,1.0,0.0,2192789.684798877
1987-03-03,1.0,0.0,2173458.113757197
1987-03-04,1.0,0.0,2270114.4896506863
1987-03-05,1.0,0.0,2320657.6018426595
1987-03-06,1.0,0.0,2304749.286017198
1987-03-09,1.0,0.0,2235477.9661162025
1987-03-10,1.0,0.0,2307164.714205186
1987-03-11,1.0,0.0,2337571.029717152
1987-03-12,1.0,0.0,2315823.042621803
1987-03-13,1.0,0.0,2254002.8307305556
1987-03-16,1.0,0.0,2236684.444271129
1987-03-17,1.0,0.0,2351866.672098563
1987-03-18,1.0,0.0,2355893.7840061304
1987-03-19,1.0,0.0,2427379.1636394453
1987-03-20,1.0,0.0,2498260.4393274453
1987-03-23,1.0,0.0,2479935.211901046
1987-03-24,1.0,0.0,2509133.318920522
1987-03-25,1.0,0.0,2508126.2313566213
1987-03-26,1.0,0.0,2526853.2041632384
1987-03-27,1.0,0.0,2459596.056490357
1987-03-30,1.0,0.0,2254401.3577627186
1987-03-31,1.0,0.0,2334344.1912063155
1987-04-01,1.0,0.0,2334142.575112543
1987-04-02,1.0,0.0,2392539.0363493017
1987-04-03,1.0,0.0,2532690.890721817
1987-04-06,1.0,0.0,2513358.8211737433
1987-04-07,1.0,0.0,2374414.677882473
1987-04-08,1.0,0.0,2443080.904929285
1987-04-09,1.0,0.0,2420326.076481297
1987-04-10,1.0,0.0,2401598.6072487887
1987-04-13,1.0,0.0,2234059.7153924787
1987-04-14,1.0,0.0,2078804.7666707058
1987-04-15,1.0,0.0,2172440.620809314
1987-04-16,1.0,0.0,2217144.0597565626
1987-04-20,1.0,0.0,2156934.0422918303
1987-04-21,1.0,0.0,2244931.593121161
1987-04-22,1.0,0.0,2218753.508577343
1987-04-23,1.0,0.0,2210497.172731988
1987-04-24,1.0,0.0,2086655.625768792
1987-04-27,0.5,0.5,2055622.1610748412
1987-04-28,0.5,0.5,2084401.7651346375
1987-04-29,0.5,0.5,2100502.1566680195
1987-04-30,1.0,0.0,2144857.713024785
1987-05-01,1.0,0.0,2178447.287471908
1987-05-04,1.0,0.0,2198716.3466922385
1987-05-05,1.0,0.0,2313770.8086046823
1987-05-06,1.0,0.0,2296010.477349453
1987-05-07,1.0,0.0,2320913.0374456197
1987-05-08,1.0,0.0,2332109.4197187265
1987-05-11,1.0,0.0,2289445.8870804515
1987-05-12,1.0,0.0,2278249.0773122814
1987-05-13,1.0,0.0,2324579.6052188496
1987-05-14,1.0,0.0,2339443.837617204
1987-05-15,1.0,0.0,2233848.141324393
1987-05-18,0.5,0.0,2144317.1366711794
1987-05-19,0.4,0.0,2074467.092562
1987-05-20,0.4,0.0,2077392.918358636
1987-05-21,0.4,0.0,2090316.5867391876
1987-05-22,0.4,0.0,2075848.4534949323
1987-05-26,0.5,0.0,2124576.807132343
1987-05-27,0.5,0.0,2137517.654448104
1987-05-28,0.5,0.0,2174505.9269827744
1987-05-29,1.0,0.0,2185080.5005761078
1987-06-01,0.5,0.0,2082102.795237233
1987-06-02,0.5,0.0,2058798.5603315546
1987-06-03,0.5,0.0,2079188.4784637257
