date,target_alloc,action,equity
1990-06-13,1.0,HOLD,3743483.5843974506
1990-06-14,1.0,HOLD,3669318.934688219
1990-06-15,1.0,HOLD,3678932.8707616376
1990-06-18,1.0,HOLD,3489400.988171379
1990-06-19,1.0,HOLD,3489858.794651066
1990-06-20,1.0,HOLD,3510917.8927166504
1990-06-21,1.0,HOLD,3545253.378693146
1990-06-22,1.0,HOLD,3435379.8235683586
1990-06-25,1.0,HOLD,3309025.235174853
1990-06-26,1.0,HOLD,3307651.815735793
1990-06-27,1.0,HOLD,3390972.595038757
1990-06-28,1.0,HOLD,3495352.472407305
1990-06-29,1.0,HOLD,3538844.0879775337
1990-07-02,1.0,HOLD,3534266.023180668
1990-07-03,1.0,HOLD,3521447.4417494424
1990-07-05,1.0,HOLD,3479329.245618274
1990-07-06,1.0,HOLD,3528314.5389447417
1990-07-09,1.0,HOLD,3575926.41283215
1990-07-10,1.0,HOLD,3531061.377822861
1990-07-11,1.0,HOLD,3622622.673760184
1990-07-12,1.0,HOLD,3739363.326080271
1990-07-13,1.0,HOLD,3797046.9425207847
1990-07-16,1.0,HOLD,3861597.656156597
1990-07-17,1.0,HOLD,3639561.513508589
1990-07-18,1.0,HOLD,3487569.762252633
1990-07-19,1.0,HOLD,3404706.7894293554
1990-07-20,1.0,HOLD,3231198.1336281286
1990-07-23,0.5,TRADE,3017860.314094166
1990-07-24,0.4,TRADE,2999186.4261309393
1990-07-25,0.5,TRADE,3034961.652445541
1990-07-26,0.4,TRADE,3003131.841112349
1990-07-27,0.4,HOLD,2977696.488763067
1990-07-30,0.4,HOLD,2951202.461407658
1990-07-31,0.4,HOLD,2942615.4779052404
1990-08-01,0.4,HOLD,2937874.6326490305
1990-08-02,0.0,TRADE,2874344.102187025
1990-08-03,0.0,HOLD,2874961.162247103
1990-08-06,0.0,HOLD,2876808.7608944783
1990-08-07,0.0,HOLD,2877424.890569324
1990-08-08,0.0,HOLD,2878041.1484532156
1990-08-09,0.0,HOLD,2878657.5446333378
1990-08-10,0.0,HOLD,2879274.069231389
1990-08-13,0.0,HOLD,2881124.4245126303
1990-08-14,0.0,HOLD,2881741.4763582544
1990-08-15,0.0,HOLD,2882358.6628014664
1990-08-16,0.0,HOLD,2882975.987540909
1990-08-17,0.0,HOLD,2883593.430819978
1990-08-20,0.0,HOLD,2885446.572378066
1990-08-21,0.0,HOLD,2886064.5529826963
1990-08-22,0.0,HOLD,2886682.6581070963
1990-08-23,0.0,HOLD,2887300.901527727
1990-08-24,0.0,HOLD,2887919.283244588
1990-08-27,0.0,HOLD,2889775.211079141
1990-08-28,0.0,HOLD,2890394.113857114
1990-08-29,0.0,HOLD,2891013.1574222967
1990-08-30,0.0,HOLD,2891632.3294054084
1990-08-31,0.0,HOLD,2892251.6298064482
1990-09-04,0.0,HOLD,2894730.180706946
1990-09-05,0.0,HOLD,2895350.1469566682
1990-09-06,0.0,HOLD,2895975.3842194695
1990-09-07,0.0,HOLD,2896600.7499001995
1990-09-10,0.0,HOLD,2898477.6670820224
1990-09-11,0.0,HOLD,2899103.5794812203
1990-09-12,0.0,HOLD,2899729.616885159
1990-09-13,0.0,HOLD,2900355.802463631
1990-09-14,0.0,HOLD,2900982.1164600323
1990-09-17,0.0,HOLD,2902861.879204676
1990-09-18,0.0,HOLD,2903488.736832106
1990-09-19,0.0,HOLD,2904115.722553314
1990-09-20,0.0,HOLD,2904742.8564490564
1990-09-21,0.0,HOLD,2905370.118762727
1990-09-24,0.0,HOLD,2907252.6974263564
1990-09-25,0.0,HOLD,2907880.5035718074
1990-09-26,0.0,HOLD,2908508.447484494
1990-09-27,0.0,HOLD,2909136.5198151097
1990-09-28,0.0,HOLD,2909764.730441955
1990-10-01,0.0,HOLD,2911650.1843067664
1990-10-02,0.0,HOLD,2912278.938974369
1990-10-03,0.0,HOLD,2912901.1831073025
1990-10-04,0.0,HOLD,2913523.565536468
1990-10-05,0.0,HOLD,2914146.0862618634
1990-10-08,0.0,HOLD,2916014.4328340413
1990-10-09,0.0,HOLD,2916637.478484064
1990-10-10,0.0,HOLD,2917260.661056856
1990-10-11,0.0,HOLD,2917883.972047577
1990-10-12,0.0,HOLD,2918507.421334529
1990-10-15,0.0,HOLD,2920378.5541845057
1990-10-16,0.0,HOLD,2921002.5351793864
1990-10-17,0.0,HOLD,2921626.6463110917
1990-10-18,0.0,HOLD,2922250.8957390273
1990-10-19,0.0,HOLD,2922875.2735848906
1990-10-22,0.0,HOLD,2924749.2223514053
1990-10-23,0.0,HOLD,2925374.135399654
1990-10-24,0.0,HOLD,2925999.184971558
1990-10-25,0.0,HOLD,2926624.36296139
1990-10-26,0.0,HOLD,2927249.6792474533
1990-10-29,0.0,HOLD,2929126.414291
1990-10-30,0.0,HOLD,2929752.2626838502
1990-10-31,0.0,HOLD,2930378.2506933096
1990-11-01,0.0,HOLD,2931004.3671206976
1990-11-02,0.0,HOLD,2931630.6119660134
1990-11-05,1.0,TRADE,2933443.1895705042
1990-11-06,1.0,HOLD,2921212.0157432472
1990-11-07,0.0,TRADE,2764245.284960114
1990-11-08,1.0,TRADE,2764814.8629524074
1990-11-09,1.0,HOLD,2974775.246849487
1990-11-12,1.0,HOLD,3287696.972849942
1990-11-13,1.0,HOLD,3348262.468204869
1990-11-14,1.0,HOLD,3481506.5579857077
1990-11-15,1.0,HOLD,3322017.420217734
1990-11-16,1.0,HOLD,3078746.0138754444
1990-11-19,1.0,HOLD,3180697.931056238
1990-11-20,1.0,HOLD,2987897.770843054
1990-11-21,1.0,HOLD,3016161.6686753538
1990-11-23,1.0,HOLD,3031303.0425140853
1990-11-26,1.0,HOLD,3070670.614494788
1990-11-27,1.0,HOLD,3270536.7491660463
1990-11-28,1.0,HOLD,3294762.947308017
1990-11-29,1.0,HOLD,3366432.116811347
1990-11-30,1.0,HOLD,3442138.9860050054
1990-12-03,1.0,HOLD,3544090.903185799
1990-12-04,1.0,HOLD,3600618.698850397
1990-12-05,1.0,HOLD,3787362.3095280877
1990-12-06,1.0,HOLD,3810579.0827474766
1990-12-07,1.0,HOLD,3800484.8335216553
1990-12-10,1.0,HOLD,3803513.108289402
1990-12-11,1.0,HOLD,3635948.5711407713
1990-12-12,1.0,HOLD,3714683.7151021757
1990-12-13,1.0,HOLD,3712664.8652570117
1990-12-14,1.0,HOLD,3603646.9736181432
1990-12-17,1.0,HOLD,3542072.0533406343
1990-12-18,1.0,HOLD,3767173.8110764455
1990-12-19,1.0,HOLD,3831777.006121701
1990-12-20,1.0,HOLD,3892342.501476628
1990-12-21,1.0,HOLD,3960983.396212212
1990-12-24,1.0,HOLD,3869125.728257239
1990-12-26,1.0,HOLD,3828748.731353955
1990-12-27,1.0,HOLD,3745975.887702221
1990-12-28,0.2,TRADE,3758088.986773207
1990-12-31,1.0,TRADE,3772060.9361114274
1991-01-02,1.0,HOLD,3726193.9514270164
1991-01-03,0.2,TRADE,3534749.145787737
1991-01-04,0.2,HOLD,3539519.674332351
1991-01-07,0.2,HOLD,3492215.101411151
1991-01-08,0.2,HOLD,3489542.451291495
1991-01-09,0.2,HOLD,3485473.945552974
1991-01-10,0.2,HOLD,3530662.6818074198
1991-01-11,0.2,HOLD,3531978.758728306
1991-01-14,0.2,HOLD,3507210.7904192563
1991-01-15,0.2,HOLD,3523483.864229414
1991-01-16,1.0,TRADE,3604369.662493253
1991-01-17,1.0,HOLD,3937727.1675476814
1991-01-18,1.0,HOLD,4061919.179234625
1991-01-21,1.0,HOLD,4224395.94640401
1991-01-22,1.0,HOLD,4080594.6697138646
1991-01-23,1.0,HOLD,4300965.457368893
1991-01-24,1.0,HOLD,4534409.088359388
1991-01-25,1.0,HOLD,4608177.275752384
1991-01-28,1.0,HOLD,4681945.463145381
1991-01-29,1.0,HOLD,4820144.092691755
1991-01-30,1.0,HOLD,5127355.911075247
1991-01-31,1.0,HOLD,5335587.629918769
1991-02-01,1.0,HOLD,5471918.7104172185
1991-02-04,1.0,HOLD,5638130.575682452
1991-02-05,1.0,HOLD,5969620.531688955
1991-02-06,1.0,HOLD,6373011.126040532
1991-02-07,1.0,HOLD,6088209.896232127
1991-02-08,1.0,HOLD,6163845.6326730475
1991-02-11,1.0,HOLD,6525216.373446335
1991-02-12,1.0,HOLD,6434640.244622023
1991-02-13,1.0,HOLD,6597117.011791408
1991-02-14,1.0,HOLD,6218004.5550628435
1991-02-15,1.0,HOLD,6423434.950334478
1991-02-19,1.0,HOLD,6612057.404174799
1991-02-20,1.0,HOLD,6366474.704372797
1991-02-21,1.0,HOLD,6292706.5169798015
1991-02-22,1.0,HOLD,6425302.499382404
1991-02-25,1.0,HOLD,6530819.020590107
1991-02-26,1.0,HOLD,6351534.311989406
1991-02-27,1.0,HOLD,6494401.81415559
1991-02-28,1.0,HOLD,6522415.049874449
1991-03-01,1.0,HOLD,6696097.111331377
1991-03-04,1.0,HOLD,6771732.847772298
1991-03-05,1.0,HOLD,7472997.515267747
1991-03-06,1.0,HOLD,7551434.575280554
1991-03-07,1.0,HOLD,7669090.165299764
1991-03-08,1.0,HOLD,7515951.143369998
1991-03-11,1.0,HOLD,6852971.2313569905
1991-03-12,1.0,HOLD,6485997.843439932
1991-03-13,1.0,HOLD,6979030.792091859
1991-03-14,1.0,HOLD,6870712.947312268
1991-03-15,1.0,HOLD,6773600.396820223
1991-03-18,1.0,HOLD,6849236.133261143
1991-03-19,1.0,HOLD,6702633.532999111
1991-03-20,1.0,HOLD,6876315.594456041
1991-03-21,1.0,HOLD,6620461.374890457
1991-03-22,0.8,TRADE,6561633.579880852
1991-03-25,1.0,TRADE,6778243.164515681
1991-03-26,1.0,HOLD,7481453.4654817
1991-03-27,1.0,HOLD,7637104.757395128
1991-03-28,1.0,HOLD,7491644.919118889
1991-04-01,1.0,HOLD,7461070.558207323
1991-04-02,1.0,HOLD,8239327.01777446
1991-04-03,1.0,HOLD,8352359.503568734
1991-04-04,1.0,HOLD,8542291.139534524
1991-04-05,1.0,HOLD,8367183.436131918
1991-04-08,1.0,HOLD,8382007.368695101
1991-04-09,1.0,HOLD,8129074.019335781
1991-04-10,1.0,HOLD,7957672.299073972
1991-04-11,1.0,HOLD,8603439.861357655
1991-04-12,1.0,HOLD,8668294.566321583
1991-04-15,1.0,HOLD,8578424.475157283
1991-04-16,1.0,HOLD,8919374.924110506
1991-04-17,1.0,HOLD,9042598.863541968
1991-04-18,1.0,HOLD,8501525.324985769
1991-04-19,1.0,HOLD,8150383.422395359
1991-04-22,1.0,HOLD,7906715.030888029
1991-04-23,1.0,HOLD,7973422.727422355
1991-04-24,1.0,HOLD,8179104.791736526
1991-04-25,1.0,HOLD,7944701.358081187
1991-04-26,1.0,HOLD,7882626.140472855
1991-04-29,1.0,HOLD,7428643.205725359
1991-04-30,1.0,HOLD,7216475.670914794
1991-05-01,1.0,HOLD,7258167.981248748
1991-05-02,1.0,HOLD,7443467.138288543
1991-05-03,1.0,HOLD,7489791.927548491
1991-05-06,1.0,HOLD,7503689.364326475
1991-05-07,1.0,HOLD,7408260.298450981
1991-05-08,1.0,HOLD,7480526.969696501
1991-05-09,1.0,HOLD,7818697.931294126
1991-05-10,1.0,HOLD,7596338.942846373
1991-05-13,1.0,HOLD,7615795.354335551
1991-05-14,1.0,HOLD,7364714.996546631
1991-05-15,1.0,HOLD,6698564.526988569
1991-05-16,1.0,HOLD,6895908.129235949
1991-05-17,1.0,HOLD,6873672.230391175
1991-05-20,0.8,TRADE,6723579.913188941
1991-05-21,1.0,TRADE,6885406.968866472
1991-05-22,1.0,HOLD,7231749.847835541
1991-05-23,1.0,HOLD,7349653.806633522
1991-05-24,1.0,HOLD,7537563.240967805
1991-05-28,1.0,HOLD,7858114.6289498145
1991-05-29,1.0,HOLD,7938252.475945318
1991-05-30,1.0,HOLD,8184192.765000481
1991-05-31,1.0,HOLD,8335257.212210394
1991-06-03,1.0,HOLD,8503823.028304383
1991-06-04,1.0,HOLD,8516718.773797913
1991-06-05,1.0,HOLD,8170375.894828843
1991-06-06,1.0,HOLD,7886669.493971201
1991-06-07,0.5,TRADE,7567960.355345408
1991-06-10,0.5,HOLD,7476084.333126539
1991-06-11,0.5,HOLD,7510760.613371408
1991-06-12,0.4,TRADE,7344631.804743525
1991-06-13,0.4,HOLD,7327066.98186116
1991-06-14,0.5,TRADE,7425890.529475195
1991-06-17,0.5,HOLD,7415940.87295436
1991-06-18,0.4,TRADE,7327608.321053095
1991-06-19,0.4,HOLD,7154008.308219977
1991-06-20,0.4,HOLD,7162673.046181906
1991-06-21,0.4,HOLD,7152731.720093921
1991-06-24,0.4,HOLD,6855207.165740773
1991-06-25,0.4,HOLD,6857796.96514381
1991-06-26,0.4,HOLD,6899497.821820434
1991-06-27,0.4,HOLD,6982208.342204906
1991-06-28,0.4,HOLD,6949484.685934725
1991-07-01,0.4,HOLD,7098131.105822593
1991-07-02,0.4,HOLD,7002754.415532529
1991-07-03,0.4,HOLD,6890661.123519404
1991-07-05,0.4,HOLD,6877218.339075686
1991-07-08,0.4,HOLD,7082417.60861827
1991-07-09,0.4,HOLD,7135881.998787576
1991-07-10,0.4,HOLD,7217825.351112678
1991-07-11,0.4,HOLD,7233318.150227401
1991-07-12,1.0,TRADE,7347917.458888059
1991-07-15,1.0,HOLD,7464852.877110756
1991-07-16,0.8,TRADE,7092180.649929475
1991-07-17,0.8,HOLD,7018626.612637704
1991-07-18,1.0,TRADE,7197577.04996536
1991-07-19,1.0,HOLD,7249678.489521571
1991-07-22,0.8,TRADE,7035588.937890594
1991-07-23,0.4,TRADE,6712209.724374927
1991-07-24,0.4,HOLD,6665656.679517122
1991-07-25,0.4,HOLD,6767539.472125519
1991-07-26,1.0,TRADE,6861751.266664995
1991-07-29,1.0,HOLD,6889625.679393492
1991-07-30,1.0,HOLD,7251993.044863951
1991-07-31,1.0,HOLD,7477775.787964776
1991-08-01,1.0,HOLD,7645022.264335758
1991-08-02,1.0,HOLD,7744441.0030673975
1991-08-05,1.0,HOLD,7461051.140327679
1991-08-06,1.0,HOLD,7669180.088700456
1991-08-07,1.0,HOLD,7815056.181979589
1991-08-08,1.0,HOLD,7999027.305987669
1991-08-09,1.0,HOLD,7943278.480530675
1991-08-12,1.0,HOLD,8117958.133629256
1991-08-13,1.0,HOLD,8306574.993092085
1991-08-14,1.0,HOLD,8501695.882191563
1991-08-15,1.0,HOLD,8235959.814179893
1991-08-16,1.0,HOLD,8029689.159989015
1991-08-19,1.0,HOLD,7374640.460869337
1991-08-20,1.0,HOLD,7553036.702331718
1991-08-21,1.0,HOLD,8529570.29492006
1991-08-22,1.0,HOLD,8390198.231277576
1991-08-23,1.0,HOLD,8581602.532013254
1991-08-26,1.0,HOLD,8570452.766921856
1991-08-27,1.0,HOLD,8572311.061103756
1991-08-28,1.0,HOLD,8846409.452933975
1991-08-29,1.0,HOLD,8723762.036928589
1991-08-30,1.0,HOLD,8612264.386014601
1991-09-03,1.0,HOLD,8330732.817456782
1991-09-04,0.8,TRADE,8105879.221446907
1991-09-05,1.0,TRADE,8028082.141710957
1991-09-06,1.0,HOLD,7957292.694818041
1991-09-09,1.0,HOLD,8070928.385882985
1991-09-10,1.0,HOLD,7639671.6238906225
1991-09-11,1.0,HOLD,7906994.929920445
1991-09-12,1.0,HOLD,8403452.498261545
1991-09-13,1.0,HOLD,7864148.685748418
1991-09-16,1.0,HOLD,7782181.957767148
1991-09-17,1.0,HOLD,7737472.833413728
1991-09-18,1.0,HOLD,7979647.256994752
1991-09-19,1.0,HOLD,8186426.957129319
1991-09-20,1.0,HOLD,8452818.823068446
1991-09-23,1.0,HOLD,8291679.687377995
1991-09-24,1.0,HOLD,8504048.028056739
1991-09-25,1.0,HOLD,8645626.92184257
1991-09-26,1.0,HOLD,8545031.392047374
1991-09-27,1.0,HOLD,8365263.454542999
1991-09-30,1.0,HOLD,8500322.267693954
1991-10-01,1.0,HOLD,8570180.274496173
1991-10-02,1.0,HOLD,8271188.005382678
1991-10-03,1.0,HOLD,7862285.805567024
1991-10-04,1.0,HOLD,7866943.006020507
1991-10-07,1.0,HOLD,7726295.552325373
1991-10-08,1.0,HOLD,7816645.241122908
1991-10-09,0.1,TRADE,7518584.41210011
1991-10-10,0.1,HOLD,7540497.486144092
1991-10-11,0.5,TRADE,7560906.355323108
1991-10-14,1.0,TRADE,7788734.1281011235
1991-10-15,1.0,HOLD,8284710.763283067
1991-10-16,1.0,HOLD,8648484.567136025
1991-10-17,1.0,HOLD,8192255.188432079
1991-10-18,1.0,HOLD,8242371.294426072
1991-10-21,1.0,HOLD,8048819.436794094
1991-10-22,1.0,HOLD,8038450.587278095
1991-10-23,1.0,HOLD,7914888.463879109
1991-10-24,1.0,HOLD,7608143.332364143
1991-10-25,0.5,TRADE,7387805.280149168
1991-10-28,1.0,TRADE,7521982.439130452
1991-10-29,1.0,HOLD,7810734.164241026
1991-10-30,1.0,HOLD,8181865.057986088
1991-10-31,1.0,HOLD,7993327.166884477
1991-11-01,1.0,HOLD,7784406.80106918
1991-11-04,1.0,HOLD,7533872.21604677
1991-11-05,1.0,HOLD,7696932.0137562705
1991-11-06,1.0,HOLD,7723259.376928117
1991-11-07,1.0,HOLD,7995874.976223689
1991-11-08,1.0,HOLD,8210740.230497145
1991-11-11,1.0,HOLD,8398428.851819018
1991-11-12,1.0,HOLD,8743232.382392233
1991-11-13,1.0,HOLD,8814571.04389014
1991-11-14,1.0,HOLD,8654059.055519849
1991-11-15,0.8,TRADE,7224738.016222509
1991-11-18,0.0,TRADE,7471289.84444402
1991-11-19,0.4,TRADE,7472329.51352987
1991-11-20,0.8,TRADE,7497282.326473821
1991-11-21,0.8,HOLD,7710145.001467731
1991-11-22,0.4,TRADE,7559444.923034456
1991-11-25,0.4,HOLD,7455080.7328914
1991-11-26,0.4,HOLD,7488935.442121366
1991-11-27,0.4,HOLD,7522089.795899138
1991-11-29,0.4,HOLD,7508549.124959426
1991-12-02,0.8,TRADE,7794679.019793257
1991-12-03,0.8,HOLD,7792865.771637136
1991-12-04,0.8,HOLD,7864880.474444956
1991-12-05,0.8,HOLD,7812703.94983889
1991-12-06,1.0,TRADE,7924996.944352449
1991-12-09,1.0,HOLD,7891565.19179243
1991-12-10,1.0,HOLD,7932519.088678453
1991-12-11,1.0,HOLD,7809657.398020384
1991-12-12,1.0,HOLD,8055380.779336521
1991-12-13,1.0,HOLD,8324506.387444673
1991-12-16,1.0,HOLD,8460740.779126748
1991-12-17,1.0,HOLD,8110543.171060553
1991-12-18,1.0,HOLD,8166541.356598584
1991-12-19,1.0,HOLD,7747808.65578435
1991-12-20,1.0,HOLD,7845596.532022404
1991-12-23,1.0,HOLD,8437338.552334737
1991-12-24,1.0,HOLD,8749925.43877091
1991-12-26,1.0,HOLD,9309907.294151226
1991-12-27,1.0,HOLD,9582376.07751538
1991-12-30,1.0,HOLD,10481690.221379884
1991-12-31,1.0,HOLD,10873677.520146104
1992-01-02,1.0,HOLD,11116893.52002024
1992-01-03,1.0,HOLD,11258142.67458632
1992-01-06,1.0,HOLD,11462912.159016434
1992-01-07,1.0,HOLD,11738724.11763659
1992-01-08,1.0,HOLD,12215126.591616858
1992-01-09,1.0,HOLD,12852001.477885215
1992-01-10,1.0,HOLD,12493445.931679012
1992-01-13,1.0,HOLD,12612964.447081082
1992-01-14,1.0,HOLD,13077665.80766534
1992-01-15,1.0,HOLD,13406968.570381526
1992-01-16,1.0,HOLD,12984892.69431129
1992-01-17,1.0,HOLD,12737497.725367151
1992-01-20,1.0,HOLD,11867436.364992661
1992-01-21,1.0,HOLD,10428199.417283854
1992-01-22,1.0,HOLD,12166650.55040483
1992-01-23,1.0,HOLD,12135726.179286812
1992-01-24,1.0,HOLD,12065519.498910774
1992-01-27,1.0,HOLD,11539805.189904477
1992-01-28,1.0,HOLD,11571565.354836496
1992-01-29,0.7000000000000001,TRADE,11204651.87049029
1992-01-30,0.7000000000000001,HOLD,11278183.056601435
1992-01-31,0.7000000000000001,HOLD,11270356.189767098
1992-02-03,0.7000000000000001,HOLD,11483238.316573134
1992-02-04,0.7000000000000001,HOLD,11875004.630129714
1992-02-05,0.7000000000000001,HOLD,12162633.740597837
1992-02-06,0.7000000000000001,HOLD,12024342.353079457
1992-02-07,0.8,TRADE,11852702.831886642
1992-02-10,1.0,TRADE,11720801.29115219
1992-02-11,1.0,HOLD,11631492.144648477
1992-02-12,1.0,HOLD,12799065.848940115
1992-02-13,1.0,HOLD,12128837.57517832
1992-02-14,1.0,HOLD,11799458.88807289
1992-02-18,1.0,HOLD,10962902.570822531
1992-02-19,1.0,HOLD,10911283.522843322
1992-02-20,1.0,HOLD,11611008.39545038
1992-02-21,1.0,HOLD,11308668.25728644
1992-02-24,0.8,TRADE,10965360.620726302
1992-02-25,1.0,TRADE,10912505.873555394
1992-02-26,1.0,HOLD,11825573.009119004
1992-02-27,0.8,TRADE,11777171.426910331
1992-02-28,0.8,HOLD,11650763.781952491
1992-03-02,0.8,HOLD,11708631.910364235
1992-03-03,1.0,TRADE,11630133.742383266
1992-03-04,1.0,HOLD,11212008.622699564
1992-03-05,1.0,HOLD,10804583.555291234
1992-03-06,0.5,TRADE,10365881.412001051
1992-03-09,0.5,HOLD,10380334.796660712
1992-03-10,0.5,HOLD,10706417.715405798
1992-03-11,0.5,HOLD,10448113.226253143
1992-03-12,0.5,HOLD,10436321.53916103
1992-03-13,0.5,HOLD,10511776.491415292
1992-03-16,0.5,HOLD,10596983.321938302
1992-03-17,1.0,TRADE,10818123.838411596
1992-03-18,0.5,TRADE,10786487.27213462
1992-03-19,1.0,TRADE,10781132.131232217
1992-03-20,1.0,HOLD,10618105.395635515
1992-03-23,0.5,TRADE,10442416.38931286
1992-03-24,0.5,HOLD,10344050.718289256
1992-03-25,0.5,HOLD,10375473.379598651
1992-03-26,0.5,HOLD,10174226.885450244
1992-03-27,0.4,TRADE,9768405.629265342
1992-03-30,0.4,HOLD,9701228.526850466
1992-03-31,0.4,HOLD,9725328.215161089
1992-04-01,0.4,HOLD,9755551.297246916
1992-04-02,0.4,HOLD,9529275.123092772
1992-04-03,0.4,HOLD,9484278.82531476
1992-04-06,0.4,HOLD,9764655.859687649
1992-04-07,0.30000000000000004,TRADE,9346136.91956292
1992-04-08,0.30000000000000004,HOLD,9289208.35561039
1992-04-09,0.4,TRADE,9518833.788636988
1992-04-10,0.30000000000000004,TRADE,9283936.340881107
1992-04-13,0.4,TRADE,9395888.101041622
1992-04-14,0.4,HOLD,9515800.450730575
1992-04-15,0.4,HOLD,9715277.310394928
1992-04-16,0.4,HOLD,9457968.97889767
1992-04-20,0.1,TRADE,9051043.948506506
1992-04-21,0.1,HOLD,9031588.607891444
1992-04-22,0.1,HOLD,9066068.110634051
1992-04-23,0.1,HOLD,9048593.059449516
1992-04-24,0.1,HOLD,9016502.900151033
1992-04-27,0.0,TRADE,8982936.772756008
1992-04-28,0.0,HOLD,8983838.089712573
1992-04-29,0.1,TRADE,8984739.510152517
1992-04-30,0.0,TRADE,9028707.710607423
1992-05-01,0.1,TRADE,9029613.633175856
1992-05-04,0.1,HOLD,9060274.678865345
1992-05-05,0.30000000000000004,TRADE,9097235.726886949
1992-05-06,0.30000000000000004,HOLD,9105420.043531362
1992-05-07,0.30000000000000004,HOLD,9042874.049944669
1992-05-08,0.1,TRADE,9005070.301865429
1992-05-11,0.1,HOLD,9012714.68719765
1992-05-12,0.1,HOLD,8997004.087050624
1992-05-13,0.1,HOLD,8986440.383982599
1992-05-14,0.1,HOLD,8951061.808081226
1992-05-15,0.0,TRADE,8938843.942784302
1992-05-18,0.1,TRADE,8941598.645607222
1992-05-19,0.1,HOLD,8958158.5309477
1992-05-20,0.1,HOLD,8986640.629074786
1992-05-21,0.1,HOLD,8972515.854234764
1992-05-22,0.1,HOLD,8976860.690032434
1992-05-26,0.1,HOLD,8957497.279933905
1992-05-27,0.1,HOLD,8977282.681939432
1992-05-28,0.1,HOLD,9012801.473568635
1992-05-29,1.0,TRADE,9043727.40177326
1992-06-01,1.0,HOLD,9357061.84946883
1992-06-02,1.0,HOLD,9200394.625621047
1992-06-03,1.0,HOLD,9205766.073295826
1992-06-04,1.0,HOLD,9079537.052938469
1992-06-05,1.0,HOLD,8844088.596527226
1992-06-08,0.1,TRADE,8585363.8668586
1992-06-09,0.0,TRADE,8541216.406263778
1992-06-10,0.0,HOLD,8542093.706842026
1992-06-11,0.0,HOLD,8542957.56837807
1992-06-12,0.0,HOLD,8543821.508921022
1992-06-15,0.0,HOLD,8546413.859342724
1992-06-16,0.0,HOLD,8547278.153927285
1992-06-17,0.0,HOLD,8548142.538883492
1992-06-18,0.0,HOLD,8549007.002846608
1992-06-19,0.0,HOLD,8549871.555692494
1992-06-22,0.0,HOLD,8552465.772842491
1992-06-23,0.0,HOLD,8553330.676502008
1992-06-24,0.0,HOLD,8554195.673763836
1992-06-25,0.0,HOLD,8555060.750032574
1992-06-26,0.0,HOLD,8555925.915184084
1992-06-29,0.0,HOLD,8558521.969436737
1992-06-30,0.0,HOLD,8559387.485463811
1992-07-01,1.0,TRADE,8560253.09503129
1992-07-02,0.0,TRADE,8124777.849300831
1992-07-06,0.0,HOLD,8128064.978140751
1992-07-07,0.0,HOLD,8128777.229837893
1992-07-08,0.0,HOLD,8129489.536074286
1992-07-09,0.0,HOLD,8130201.921321937
1992-07-10,0.0,HOLD,8130914.355951625
1992-07-13,1.0,TRADE,8133052.0545586515
1992-07-14,1.0,HOLD,8471397.234222393
1992-07-15,1.0,HOLD,8480517.050385837
1992-07-16,1.0,HOLD,8632817.980315339
1992-07-17,1.0,HOLD,8152203.668501882
1992-07-20,0.0,TRADE,7741811.941146937
1992-07-21,1.0,TRADE,7742490.348262168
1992-07-22,0.0,TRADE,7440812.233341142
1992-07-23,0.0,HOLD,7441464.264157773
1992-07-24,0.0,HOLD,7442116.349771551
1992-07-27,0.0,HOLD,7444072.955848565
1992-07-28,1.0,TRADE,7444725.269822987
1992-07-29,1.0,HOLD,7685518.31789662
1992-07-30,1.0,HOLD,7744268.5117565105
1992-07-31,1.0,HOLD,7739303.70664159
1992-08-03,1.0,HOLD,7875008.379782745
1992-08-04,1.0,HOLD,7745095.979275664
1992-08-05,0.0,TRADE,7407489.2314610835
1992-08-06,0.0,HOLD,7408138.339653563
1992-08-07,0.0,HOLD,7408797.333213913
1992-08-10,1.0,TRADE,7410774.667567875
1992-08-11,0.0,TRADE,7282680.920452176
1992-08-12,0.0,HOLD,7283328.754534494
1992-08-13,0.0,HOLD,7283976.635780352
1992-08-14,0.0,HOLD,7284624.586168312
1992-08-17,0.0,HOLD,7286568.788063954
1992-08-18,0.0,HOLD,7287216.964021212
1992-08-19,0.0,HOLD,7287865.200856201
1992-08-20,0.0,HOLD,7288513.49695585
1992-08-21,0.0,HOLD,7289161.842442715
1992-08-24,0.0,HOLD,7291107.259375846
1992-08-25,0.0,HOLD,7291755.840345605
1992-08-26,0.0,HOLD,7292404.482156957
1992-08-27,0.0,HOLD,7293053.173355524
1992-08-28,0.0,HOLD,7293701.933696194
1992-08-31,0.0,HOLD,7295648.536029179
1992-09-01,0.0,HOLD,7296297.52200967
1992-09-02,1.0,TRADE,7296946.568795637
1992-09-03,1.0,HOLD,7409055.1017098045
1992-09-04,1.0,HOLD,7277987.037493977
1992-09-08,1.0,HOLD,7231000.372963774
1992-09-09,1.0,HOLD,7527758.2542071575
1992-09-10,1.0,HOLD,7877273.092116031
1992-09-11,1.0,HOLD,7902002.915552979
1992-09-14,1.0,HOLD,8609275.86584971
1992-09-15,1.0,HOLD,8229260.912368599
1992-09-16,1.0,HOLD,8115503.724558637
1992-09-17,1.0,HOLD,8172382.318463617
1992-09-18,1.0,HOLD,8221841.965337515
1992-09-21,1.0,HOLD,8168260.681224126
