bull_ma,bull_mom,blend_lo,blend_w,riskon_rv,def_frac,lev,A_cagr,A_dd,A_calmar,B_cagr,B_dd,B_calmar
40,15,0.32,0.1,0.16,0.6666666666666666,1.0,34.98,-51.18,0.683,44.83,-44.27,1.013
40,15,0.32,0.1,0.16,0.6666666666666666,1.3,35.3,-51.18,0.69,47.32,-46.92,1.009
40,15,0.32,0.1,0.18,0.3333333333333333,1.0,34.93,-52.64,0.664,43.9,-50.21,0.874
40,15,0.32,0.1,0.18,0.3333333333333333,1.3,34.99,-52.64,0.665,45.45,-57.02,0.797
40,15,0.32,0.1,0.18,0.5,1.0,35.12,-51.06,0.688,43.84,-50.21,0.873
40,15,0.32,0.1,0.18,0.5,1.3,35.18,-51.06,0.689,45.39,-57.02,0.796
40,15,0.32,0.1,0.18,0.6666666666666666,1.0,34.65,-51.18,0.677,44.07,-50.21,0.878
40,15,0.32,0.1,0.18,0.6666666666666666,1.3,34.71,-51.18,0.678,45.63,-57.02,0.8
40,15,0.32,0.14,0.14,0.3333333333333333,1.0,32.59,-53.71,0.607,42.46,-42.46,1.0
40,15,0.32,0.14,0.14,0.3333333333333333,1.3,32.1,-53.71,0.598,45.24,-42.46,1.065
40,15,0.32,0.14,0.14,0.5,1.0,32.55,-53.04,0.614,42.66,-42.46,1.005
40,15,0.32,0.14,0.14,0.5,1.3,32.06,-53.04,0.604,45.44,-42.46,1.07
40,15,0.32,0.14,0.14,0.6666666666666666,1.0,32.41,-54.85,0.591,42.62,-42.46,1.004
40,15,0.32,0.14,0.14,0.6666666666666666,1.3,31.93,-54.85,0.582,45.4,-42.46,1.069
40,15,0.32,0.14,0.16,0.3333333333333333,1.0,34.3,-53.71,0.639,44.34,-44.27,1.002
40,15,0.32,0.14,0.16,0.3333333333333333,1.3,34.61,-53.71,0.644,46.83,-46.92,0.998
40,15,0.32,0.14,0.16,0.5,1.0,34.26,-53.04,0.646,44.54,-44.27,1.006
40,15,0.32,0.14,0.16,0.5,1.3,34.57,-53.04,0.652,47.03,-46.92,1.002
40,15,0.32,0.14,0.16,0.6666666666666666,1.0,34.12,-54.85,0.622,44.5,-44.27,1.005
40,15,0.32,0.14,0.16,0.6666666666666666,1.3,34.44,-54.85,0.628,46.99,-46.92,1.001
40,15,0.32,0.14,0.18,0.3333333333333333,1.0,33.97,-53.71,0.633,43.59,-50.21,0.868
40,15,0.32,0.14,0.18,0.3333333333333333,1.3,34.03,-53.71,0.634,45.14,-57.02,0.792
40,15,0.32,0.14,0.18,0.5,1.0,33.93,-53.04,0.64,43.79,-50.21,0.872
40,15,0.32,0.14,0.18,0.5,1.3,33.99,-53.04,0.641,45.34,-57.02,0.795
40,15,0.32,0.14,0.18,0.6666666666666666,1.0,33.8,-54.85,0.616,43.75,-50.21,0.871
40,15,0.32,0.14,0.18,0.6666666666666666,1.3,33.86,-54.85,0.617,45.3,-57.02,0.795
40,21,0.24,0.1,0.14,0.3333333333333333,1.0,32.67,-45.75,0.714,39.23,-42.78,0.917
40,21,0.24,0.1,0.14,0.3333333333333333,1.3,32.18,-45.75,0.703,41.94,-42.78,0.98
40,21,0.24,0.1,0.14,0.5,1.0,34.14,-45.36,0.753,39.61,-42.78,0.926
40,21,0.24,0.1,0.14,0.5,1.3,33.66,-45.36,0.742,42.33,-42.78,0.989
40,21,0.24,0.1,0.14,0.6666666666666666,1.0,34.22,-49.73,0.688,40.12,-42.78,0.938
40,21,0.24,0.1,0.14,0.6666666666666666,1.3,33.73,-49.73,0.678,42.85,-42.78,1.001
40,21,0.24,0.1,0.16,0.3333333333333333,1.0,34.49,-45.75,0.754,41.58,-42.78,0.972
40,21,0.24,0.1,0.16,0.3333333333333333,1.3,34.81,-45.75,0.761,44.02,-44.93,0.98
40,21,0.24,0.1,0.16,0.5,1.0,35.99,-45.36,0.793,41.97,-42.78,0.981
40,21,0.24,0.1,0.16,0.5,1.3,36.31,-45.5,0.798,44.42,-44.93,0.988
40,21,0.24,0.1,0.16,0.6666666666666666,1.0,36.06,-49.73,0.725,42.48,-42.78,0.993
40,21,0.24,0.1,0.16,0.6666666666666666,1.3,36.38,-49.73,0.732,44.94,-44.93,1.0
40,21,0.24,0.1,0.18,0.3333333333333333,1.0,34.16,-45.75,0.747,41.11,-48.28,0.852
40,21,0.24,0.1,0.18,0.3333333333333333,1.3,34.22,-45.75,0.748,42.64,-55.35,0.77
40,21,0.24,0.1,0.18,0.5,1.0,35.66,-45.36,0.786,41.5,-48.28,0.86
40,21,0.24,0.1,0.18,0.5,1.3,35.72,-45.36,0.787,43.03,-55.35,0.777
40,21,0.24,0.1,0.18,0.6666666666666666,1.0,35.73,-49.73,0.719,42.01,-48.28,0.87
40,21,0.24,0.1,0.18,0.6666666666666666,1.3,35.79,-49.73,0.72,43.55,-55.35,0.787
40,21,0.24,0.14,0.14,0.3333333333333333,1.0,32.25,-44.91,0.718,38.95,-47.11,0.827
40,21,0.24,0.14,0.14,0.3333333333333333,1.3,31.77,-44.91,0.707,41.65,-47.11,0.884
40,21,0.24,0.14,0.14,0.5,1.0,32.97,-45.94,0.718,39.48,-47.11,0.838
40,21,0.24,0.14,0.14,0.5,1.3,32.49,-45.94,0.707,42.2,-47.11,0.896
40,21,0.24,0.14,0.14,0.6666666666666666,1.0,33.33,-47.91,0.696,39.91,-47.11,0.847
40,21,0.24,0.14,0.14,0.6666666666666666,1.3,32.84,-47.91,0.685,42.64,-47.11,0.905
40,21,0.24,0.14,0.16,0.3333333333333333,1.0,34.06,-44.91,0.759,41.29,-47.11,0.876
40,21,0.24,0.14,0.16,0.3333333333333333,1.3,34.38,-45.5,0.756,43.73,-47.11,0.928
40,21,0.24,0.14,0.16,0.5,1.0,34.8,-45.94,0.758,41.84,-47.11,0.888
40,21,0.24,0.14,0.16,0.5,1.3,35.12,-45.94,0.764,44.28,-47.11,0.94
40,21,0.24,0.14,0.16,0.6666666666666666,1.0,35.16,-47.91,0.734,42.27,-47.11,0.897
40,21,0.24,0.14,0.16,0.6666666666666666,1.3,35.48,-47.91,0.74,44.72,-47.11,0.949
40,21,0.24,0.14,0.18,0.3333333333333333,1.0,33.74,-44.91,0.751,40.82,-48.28,0.846
40,21,0.24,0.14,0.18,0.3333333333333333,1.3,33.8,-44.91,0.753,42.35,-55.35,0.765
40,21,0.24,0.14,0.18,0.5,1.0,34.47,-45.94,0.75,41.36,-48.28,0.857
40,21,0.24,0.14,0.18,0.5,1.3,34.53,-45.94,0.752,42.89,-55.35,0.775
40,21,0.24,0.14,0.18,0.6666666666666666,1.0,34.83,-47.91,0.727,41.8,-48.28,0.866
40,21,0.24,0.14,0.18,0.6666666666666666,1.3,34.89,-47.91,0.728,43.34,-55.35,0.783
40,21,0.28,0.1,0.14,0.3333333333333333,1.0,32.06,-47.27,0.678,38.76,-51.65,0.75
40,21,0.28,0.1,0.14,0.3333333333333333,1.3,31.58,-47.27,0.668,41.46,-51.65,0.803
40,21,0.28,0.1,0.14,0.5,1.0,32.38,-47.27,0.685,38.6,-51.65,0.747
40,21,0.28,0.1,0.14,0.5,1.3,31.89,-47.27,0.675,41.3,-51.65,0.8
40,21,0.28,0.1,0.14,0.6666666666666666,1.0,32.62,-47.91,0.681,39.14,-51.65,0.758
40,21,0.28,0.1,0.14,0.6666666666666666,1.3,32.14,-47.91,0.671,41.85,-51.65,0.81
40,21,0.28,0.1,0.16,0.3333333333333333,1.0,33.88,-47.27,0.717,41.1,-51.65,0.796
40,21,0.28,0.1,0.16,0.3333333333333333,1.3,34.19,-47.27,0.723,43.53,-51.65,0.843
40,21,0.28,0.1,0.16,0.5,1.0,34.19,-47.27,0.723,40.94,-51.65,0.793
40,21,0.28,0.1,0.16,0.5,1.3,34.51,-47.27,0.73,43.37,-51.65,0.84
40,21,0.28,0.1,0.16,0.6666666666666666,1.0,34.44,-47.91,0.719,41.49,-51.65,0.803
40,21,0.28,0.1,0.16,0.6666666666666666,1.3,34.76,-47.91,0.726,43.93,-51.65,0.85
40,21,0.28,0.1,0.18,0.3333333333333333,1.0,33.55,-47.27,0.71,40.64,-50.75,0.801
40,21,0.28,0.1,0.18,0.3333333333333333,1.3,33.61,-47.27,0.711,42.16,-55.35,0.762
40,21,0.28,0.1,0.18,0.5,1.0,33.87,-47.27,0.717,40.48,-50.75,0.798
40,21,0.28,0.1,0.18,0.5,1.3,33.93,-47.27,0.718,42.0,-55.35,0.759
40,21,0.28,0.1,0.18,0.6666666666666666,1.0,34.12,-47.91,0.712,41.02,-50.75,0.808
40,21,0.28,0.1,0.18,0.6666666666666666,1.3,34.18,-47.91,0.713,42.55,-55.35,0.769
40,21,0.28,0.14,0.14,0.3333333333333333,1.0,30.78,-51.6,0.597,38.33,-53.38,0.718
40,21,0.28,0.14,0.14,0.3333333333333333,1.3,30.31,-51.6,0.587,41.03,-53.38,0.769
40,21,0.28,0.14,0.14,0.5,1.0,30.56,-53.62,0.57,38.59,-53.38,0.723
40,21,0.28,0.14,0.14,0.5,1.3,30.09,-53.62,0.561,41.29,-53.38,0.774
40,21,0.28,0.14,0.14,0.6666666666666666,1.0,31.13,-51.68,0.602,39.02,-53.38,0.731
40,21,0.28,0.14,0.14,0.6666666666666666,1.3,30.65,-51.68,0.593,41.72,-53.38,0.782
40,21,0.28,0.14,0.16,0.3333333333333333,1.0,32.58,-51.6,0.631,40.67,-53.38,0.762
40,21,0.28,0.14,0.16,0.3333333333333333,1.3,32.89,-51.6,0.637,43.09,-53.38,0.807
40,21,0.28,0.14,0.16,0.5,1.0,32.36,-53.62,0.603,40.93,-53.38,0.767
40,21,0.28,0.14,0.16,0.5,1.3,32.67,-53.62,0.609,43.36,-53.38,0.812
40,21,0.28,0.14,0.16,0.6666666666666666,1.0,32.93,-51.68,0.637,41.36,-53.38,0.775
40,21,0.28,0.14,0.16,0.6666666666666666,1.3,33.24,-51.68,0.643,43.8,-53.38,0.821
40,21,0.28,0.14,0.18,0.3333333333333333,1.0,32.26,-51.6,0.625,40.2,-52.51,0.766
40,21,0.28,0.14,0.18,0.3333333333333333,1.3,32.32,-51.6,0.626,41.72,-55.35,0.754
40,21,0.28,0.14,0.18,0.5,1.0,32.04,-53.62,0.597,40.46,-52.51,0.771
40,21,0.28,0.14,0.18,0.5,1.3,32.1,-53.62,0.599,41.98,-55.35,0.759
40,21,0.28,0.14,0.18,0.6666666666666666,1.0,32.6,-51.68,0.631,40.9,-52.51,0.779
40,21,0.28,0.14,0.18,0.6666666666666666,1.3,32.66,-51.68,0.632,42.42,-55.35,0.766
40,21,0.32,0.1,0.14,0.3333333333333333,1.0,29.64,-60.84,0.487,37.92,-57.82,0.656
40,21,0.32,0.1,0.14,0.3333333333333333,1.3,29.17,-60.84,0.479,40.61,-57.82,0.702
40,21,0.32,0.1,0.14,0.5,1.0,29.68,-59.83,0.496,37.95,-57.82,0.656
40,21,0.32,0.1,0.14,0.5,1.3,29.21,-59.83,0.488,40.64,-57.82,0.703
40,21,0.32,0.1,0.14,0.6666666666666666,1.0,29.4,-58.85,0.5,38.1,-57.82,0.659
40,21,0.32,0.1,0.14,0.6666666666666666,1.3,28.93,-58.85,0.492,40.79,-57.82,0.705
40,21,0.32,0.1,0.16,0.3333333333333333,1.0,31.42,-60.84,0.516,40.25,-57.82,0.696
40,21,0.32,0.1,0.16,0.3333333333333333,1.3,31.73,-60.84,0.521,42.67,-57.82,0.738
40,21,0.32,0.1,0.16,0.5,1.0,31.46,-59.83,0.526,40.28,-57.82,0.697
40,21,0.32,0.1,0.16,0.5,1.3,31.77,-59.83,0.531,42.7,-57.82,0.738
40,21,0.32,0.1,0.16,0.6666666666666666,1.0,31.18,-58.85,0.53,40.43,-57.82,0.699
40,21,0.32,0.1,0.16,0.6666666666666666,1.3,31.49,-58.85,0.535,42.85,-57.82,0.741
40,21,0.32,0.1,0.18,0.3333333333333333,1.0,31.1,-60.84,0.511,39.79,-57.03,0.698
40,21,0.32,0.1,0.18,0.3333333333333333,1.3,31.16,-60.84,0.512,41.3,-57.88,0.714
40,21,0.32,0.1,0.18,0.5,1.0,31.14,-59.83,0.52,39.81,-57.03,0.698
40,21,0.32,0.1,0.18,0.5,1.3,31.2,-59.83,0.521,41.33,-57.88,0.714
40,21,0.32,0.1,0.18,0.6666666666666666,1.0,30.86,-58.85,0.524,39.96,-57.03,0.701
40,21,0.32,0.1,0.18,0.6666666666666666,1.3,30.92,-58.85,0.525,41.48,-57.88,0.717
40,21,0.32,0.14,0.14,0.3333333333333333,1.0,28.18,-63.41,0.444,37.78,-57.82,0.653
40,21,0.32,0.14,0.14,0.3333333333333333,1.3,27.72,-63.41,0.437,40.46,-57.82,0.7
40,21,0.32,0.14,0.14,0.5,1.0,28.47,-62.31,0.457,37.92,-57.82,0.656
40,21,0.32,0.14,0.14,0.5,1.3,28.0,-62.31,0.449,40.61,-57.82,0.702
40,21,0.32,0.14,0.14,0.6666666666666666,1.0,28.01,-63.3,0.443,37.93,-57.82,0.656
40,21,0.32,0.14,0.14,0.6666666666666666,1.3,27.55,-63.3,0.435,40.62,-57.82,0.703
40,21,0.32,0.14,0.16,0.3333333333333333,1.0,29.94,-63.41,0.472,40.1,-57.82,0.694
40,21,0.32,0.14,0.16,0.3333333333333333,1.3,30.25,-63.41,0.477,42.52,-57.82,0.735
40,21,0.32,0.14,0.16,0.5,1.0,30.24,-62.31,0.485,40.25,-57.82,0.696
40,21,0.32,0.14,0.16,0.5,1.3,30.54,-62.31,0.49,42.67,-57.82,0.738
40,21,0.32,0.14,0.16,0.6666666666666666,1.0,29.77,-63.3,0.47,40.26,-57.82,0.696
40,21,0.32,0.14,0.16,0.6666666666666666,1.3,30.07,-63.3,0.475,42.67,-57.82,0.738
40,21,0.32,0.14,0.18,0.3333333333333333,1.0,29.63,-63.41,0.467,39.64,-57.03,0.695
40,21,0.32,0.14,0.18,0.3333333333333333,1.3,29.69,-63.41,0.468,41.15,-57.88,0.711
40,21,0.32,0.14,0.18,0.5,1.0,29.92,-62.31,0.48,39.79,-57.03,0.698
40,21,0.32,0.14,0.18,0.5,1.3,29.98,-62.31,0.481,41.3,-57.88,0.714
40,21,0.32,0.14,0.18,0.6666666666666666,1.0,29.45,-63.3,0.465,39.79,-57.03,0.698
40,21,0.32,0.14,0.18,0.6666666666666666,1.3,29.51,-63.3,0.466,41.31,-57.88,0.714
50,10,0.24,0.1,0.14,0.3333333333333333,1.0,29.09,-53.29,0.546,42.96,-49.16,0.874
50,10,0.24,0.1,0.14,0.3333333333333333,1.3,28.62,-53.29,0.537,45.74,-49.16,0.93
50,10,0.24,0.1,0.14,0.5,1.0,30.44,-53.29,0.571,43.17,-49.16,0.878
50,10,0.24,0.1,0.14,0.5,1.3,29.96,-53.29,0.562,45.96,-49.16,0.935
50,10,0.24,0.1,0.14,0.6666666666666666,1.0,30.6,-53.29,0.574,43.88,-49.16,0.893
50,10,0.24,0.1,0.14,0.6666666666666666,1.3,30.13,-53.29,0.565,46.68,-49.16,0.95
50,10,0.24,0.1,0.16,0.3333333333333333,1.0,31.11,-53.29,0.584,45.42,-49.93,0.91
50,10,0.24,0.1,0.16,0.3333333333333333,1.3,31.42,-53.29,0.589,47.93,-52.31,0.916
50,10,0.24,0.1,0.16,0.5,1.0,32.47,-53.29,0.609,45.64,-49.93,0.914
50,10,0.24,0.1,0.16,0.5,1.3,32.78,-53.29,0.615,48.15,-52.31,0.92
50,10,0.24,0.1,0.16,0.6666666666666666,1.0,32.64,-53.29,0.612,46.36,-49.93,0.929
50,10,0.24,0.1,0.16,0.6666666666666666,1.3,32.95,-53.29,0.618,48.88,-52.31,0.934
50,10,0.24,0.1,0.18,0.3333333333333333,1.0,30.79,-53.29,0.578,43.88,-55.26,0.794
50,10,0.24,0.1,0.18,0.3333333333333333,1.3,30.85,-53.29,0.579,45.43,-61.38,0.74
50,10,0.24,0.1,0.18,0.5,1.0,32.15,-53.29,0.603,44.09,-55.26,0.798
50,10,0.24,0.1,0.18,0.5,1.3,32.21,-53.29,0.604,45.65,-61.38,0.744
50,10,0.24,0.1,0.18,0.6666666666666666,1.0,32.32,-53.29,0.606,44.81,-55.26,0.811
50,10,0.24,0.1,0.18,0.6666666666666666,1.3,32.38,-53.29,0.608,46.37,-61.38,0.756
50,10,0.24,0.14,0.14,0.3333333333333333,1.0,28.9,-53.29,0.542,42.41,-49.16,0.863
50,10,0.24,0.14,0.14,0.3333333333333333,1.3,28.43,-53.29,0.534,45.18,-49.16,0.919
50,10,0.24,0.14,0.14,0.5,1.0,29.04,-53.29,0.545,42.98,-49.16,0.874
50,10,0.24,0.14,0.14,0.5,1.3,28.57,-53.29,0.536,45.76,-49.16,0.931
50,10,0.24,0.14,0.14,0.6666666666666666,1.0,30.02,-53.29,0.563,43.47,-49.16,0.884
50,10,0.24,0.14,0.14,0.6666666666666666,1.3,29.54,-53.29,0.554,46.27,-49.16,0.941
50,10,0.24,0.14,0.16,0.3333333333333333,1.0,30.91,-53.29,0.58,44.87,-49.93,0.899
50,10,0.24,0.14,0.16,0.3333333333333333,1.3,31.22,-53.29,0.586,47.36,-52.31,0.905
50,10,0.24,0.14,0.16,0.5,1.0,31.05,-53.29,0.583,45.44,-49.93,0.91
50,10,0.24,0.14,0.16,0.5,1.3,31.36,-53.29,0.588,47.95,-52.31,0.917
50,10,0.24,0.14,0.16,0.6666666666666666,1.0,32.04,-53.29,0.601,45.95,-49.93,0.92
50,10,0.24,0.14,0.16,0.6666666666666666,1.3,32.35,-53.29,0.607,48.46,-52.31,0.926
50,10,0.24,0.14,0.18,0.3333333333333333,1.0,30.6,-53.29,0.574,43.33,-55.26,0.784
50,10,0.24,0.14,0.18,0.3333333333333333,1.3,30.65,-53.29,0.575,44.88,-61.38,0.731
50,10,0.24,0.14,0.18,0.5,1.0,30.73,-53.29,0.577,43.9,-55.26,0.794
50,10,0.24,0.14,0.18,0.5,1.3,30.79,-53.29,0.578,45.45,-61.38,0.741
50,10,0.24,0.14,0.18,0.6666666666666666,1.0,31.72,-53.29,0.595,44.4,-55.26,0.803
50,10,0.24,0.14,0.18,0.6666666666666666,1.3,31.78,-53.29,0.596,45.96,-61.38,0.749
50,10,0.28,0.1,0.14,0.3333333333333333,1.0,28.56,-53.29,0.536,42.31,-49.16,0.861
50,10,0.28,0.1,0.14,0.3333333333333333,1.3,28.09,-53.29,0.527,45.08,-49.16,0.917
50,10,0.28,0.1,0.14,0.5,1.0,28.99,-53.29,0.544,42.12,-49.16,0.857
50,10,0.28,0.1,0.14,0.5,1.3,28.52,-53.29,0.535,44.89,-49.16,0.913
50,10,0.28,0.1,0.14,0.6666666666666666,1.0,29.25,-53.29,0.549,42.78,-49.16,0.87
50,10,0.28,0.1,0.14,0.6666666666666666,1.3,28.78,-53.29,0.54,45.56,-49.16,0.927
50,10,0.28,0.1,0.16,0.3333333333333333,1.0,30.56,-53.29,0.574,44.77,-49.93,0.897
50,10,0.28,0.1,0.16,0.3333333333333333,1.3,30.87,-53.29,0.579,47.26,-52.31,0.903
50,10,0.28,0.1,0.16,0.5,1.0,31.0,-53.29,0.582,44.57,-49.93,0.893
50,10,0.28,0.1,0.16,0.5,1.3,31.31,-53.29,0.588,47.06,-52.31,0.9
50,10,0.28,0.1,0.16,0.6666666666666666,1.0,31.27,-53.29,0.587,45.25,-49.93,0.906
50,10,0.28,0.1,0.16,0.6666666666666666,1.3,31.58,-53.29,0.593,47.75,-52.31,0.913
50,10,0.28,0.1,0.18,0.3333333333333333,1.0,30.25,-53.29,0.568,43.23,-55.26,0.782
50,10,0.28,0.1,0.18,0.3333333333333333,1.3,30.31,-53.29,0.569,44.78,-61.38,0.73
50,10,0.28,0.1,0.18,0.5,1.0,30.68,-53.29,0.576,43.03,-55.26,0.779
50,10,0.28,0.1,0.18,0.5,1.3,30.74,-53.29,0.577,44.58,-61.38,0.726
50,10,0.28,0.1,0.18,0.6666666666666666,1.0,30.95,-53.29,0.581,43.7,-55.26,0.791
50,10,0.28,0.1,0.18,0.6666666666666666,1.3,31.01,-53.29,0.582,45.26,-61.38,0.737
50,10,0.28,0.14,0.14,0.3333333333333333,1.0,27.4,-53.29,0.514,41.8,-49.16,0.85
50,10,0.28,0.14,0.14,0.3333333333333333,1.3,26.93,-53.29,0.505,44.56,-49.16,0.906
50,10,0.28,0.14,0.14,0.5,1.0,27.47,-53.29,0.515,42.34,-49.16,0.861
50,10,0.28,0.14,0.14,0.5,1.3,27.01,-53.29,0.507,45.11,-49.16,0.918
50,10,0.28,0.14,0.14,0.6666666666666666,1.0,27.81,-53.29,0.522,42.5,-49.16,0.865
50,10,0.28,0.14,0.14,0.6666666666666666,1.3,27.34,-53.29,0.513,45.28,-49.16,0.921
50,10,0.28,0.14,0.16,0.3333333333333333,1.0,29.38,-53.29,0.551,44.24,-49.93,0.886
50,10,0.28,0.14,0.16,0.3333333333333333,1.3,29.69,-53.29,0.557,46.73,-52.31,0.893
50,10,0.28,0.14,0.16,0.5,1.0,29.46,-53.29,0.553,44.8,-49.93,0.897
50,10,0.28,0.14,0.16,0.5,1.3,29.76,-53.29,0.558,47.29,-52.31,0.904
50,10,0.28,0.14,0.16,0.6666666666666666,1.0,29.8,-53.29,0.559,44.96,-49.93,0.9
50,10,0.28,0.14,0.16,0.6666666666666666,1.3,30.11,-53.29,0.565,47.46,-52.31,0.907
50,10,0.28,0.14,0.18,0.3333333333333333,1.0,29.07,-53.29,0.545,42.71,-55.26,0.773
50,10,0.28,0.14,0.18,0.3333333333333333,1.3,29.13,-53.29,0.547,44.25,-61.38,0.721
50,10,0.28,0.14,0.18,0.5,1.0,29.14,-53.29,0.547,43.26,-55.26,0.783
50,10,0.28,0.14,0.18,0.5,1.3,29.2,-53.29,0.548,44.81,-61.38,0.73
50,10,0.28,0.14,0.18,0.6666666666666666,1.0,29.49,-53.29,0.553,43.42,-55.26,0.786
50,10,0.28,0.14,0.18,0.6666666666666666,1.3,29.54,-53.29,0.554,44.97,-61.38,0.733
50,10,0.32,0.1,0.14,0.3333333333333333,1.0,26.44,-53.29,0.496,41.37,-49.16,0.842
50,10,0.32,0.1,0.14,0.3333333333333333,1.3,25.98,-53.29,0.488,44.12,-49.16,0.898
50,10,0.32,0.1,0.14,0.5,1.0,26.54,-53.29,0.498,41.41,-49.16,0.842
50,10,0.32,0.1,0.14,0.5,1.3,26.08,-53.29,0.489,44.17,-49.16,0.898
50,10,0.32,0.1,0.14,0.6666666666666666,1.0,26.11,-53.29,0.49,41.5,-49.16,0.844
50,10,0.32,0.1,0.14,0.6666666666666666,1.3,25.65,-53.29,0.481,44.26,-49.16,0.9
50,10,0.32,0.1,0.16,0.3333333333333333,1.0,28.41,-53.29,0.533,43.81,-49.93,0.877
50,10,0.32,0.1,0.16,0.3333333333333333,1.3,28.72,-53.29,0.539,46.28,-52.31,0.885
50,10,0.32,0.1,0.16,0.5,1.0,28.52,-53.29,0.535,43.85,-49.93,0.878
50,10,0.32,0.1,0.16,0.5,1.3,28.82,-53.29,0.541,46.33,-52.31,0.886
50,10,0.32,0.1,0.16,0.6666666666666666,1.0,28.08,-53.29,0.527,43.94,-49.93,0.88
50,10,0.32,0.1,0.16,0.6666666666666666,1.3,28.38,-53.29,0.532,46.42,-52.31,0.887
50,10,0.32,0.1,0.18,0.3333333333333333,1.0,28.1,-53.29,0.527,42.28,-55.26,0.765
50,10,0.32,0.1,0.18,0.3333333333333333,1.3,28.16,-53.29,0.528,43.82,-61.38,0.714
50,10,0.32,0.1,0.18,0.5,1.0,28.2,-53.29,0.529,42.32,-55.26,0.766
50,10,0.32,0.1,0.18,0.5,1.3,28.26,-53.29,0.53,43.86,-61.38,0.715
50,10,0.32,0.1,0.18,0.6666666666666666,1.0,27.77,-53.29,0.521,42.41,-55.26,0.767
50,10,0.32,0.1,0.18,0.6666666666666666,1.3,27.82,-53.29,0.522,43.95,-61.38,0.716
50,10,0.32,0.14,0.14,0.3333333333333333,1.0,25.12,-56.3,0.446,41.2,-49.16,0.838
50,10,0.32,0.14,0.14,0.3333333333333333,1.3,24.66,-56.3,0.438,43.95,-49.16,0.894
50,10,0.32,0.14,0.14,0.5,1.0,25.33,-53.66,0.472,41.31,-49.16,0.84
50,10,0.32,0.14,0.14,0.5,1.3,24.87,-53.66,0.463,44.06,-49.16,0.896
50,10,0.32,0.14,0.14,0.6666666666666666,1.0,24.99,-57.25,0.437,41.43,-49.16,0.843
50,10,0.32,0.14,0.14,0.6666666666666666,1.3,24.54,-57.25,0.429,44.18,-49.16,0.899
50,10,0.32,0.14,0.16,0.3333333333333333,1.0,27.07,-56.3,0.481,43.64,-49.93,0.874
50,10,0.32,0.14,0.16,0.3333333333333333,1.3,27.37,-56.3,0.486,46.11,-52.31,0.881
50,10,0.32,0.14,0.16,0.5,1.0,27.28,-53.66,0.508,43.74,-49.93,0.876
50,10,0.32,0.14,0.16,0.5,1.3,27.58,-53.66,0.514,46.22,-52.31,0.884
50,10,0.32,0.14,0.16,0.6666666666666666,1.0,26.94,-57.25,0.471,43.87,-49.93,0.879
50,10,0.32,0.14,0.16,0.6666666666666666,1.3,27.24,-57.25,0.476,46.34,-52.31,0.886
50,10,0.32,0.14,0.18,0.3333333333333333,1.0,26.76,-56.3,0.475,42.11,-55.26,0.762
50,10,0.32,0.14,0.18,0.3333333333333333,1.3,26.82,-56.3,0.476,43.65,-61.38,0.711
50,10,0.32,0.14,0.18,0.5,1.0,26.97,-53.66,0.503,42.22,-55.26,0.764
50,10,0.32,0.14,0.18,0.5,1.3,27.03,-53.66,0.504,43.75,-61.38,0.713
50,10,0.32,0.14,0.18,0.6666666666666666,1.0,26.64,-57.25,0.465,42.34,-55.26,0.766
50,10,0.32,0.14,0.18,0.6666666666666666,1.3,26.69,-57.25,0.466,43.88,-61.38,0.715
50,15,0.24,0.1,0.14,0.3333333333333333,1.0,30.58,-48.83,0.626,45.0,-43.74,1.029
50,15,0.24,0.1,0.14,0.3333333333333333,1.3,30.11,-48.83,0.617,47.83,-43.74,1.093
50,15,0.24,0.1,0.14,0.5,1.0,31.98,-48.83,0.655,45.33,-43.74,1.036
50,15,0.24,0.1,0.14,0.5,1.3,31.5,-48.83,0.645,48.16,-43.74,1.101
50,15,0.24,0.1,0.14,0.6666666666666666,1.0,32.12,-49.73,0.646,45.94,-43.74,1.05
50,15,0.24,0.1,0.14,0.6666666666666666,1.3,31.64,-49.73,0.636,48.78,-43.74,1.115
50,15,0.24,0.1,0.16,0.3333333333333333,1.0,32.38,-48.83,0.663,47.06,-45.52,1.034
50,15,0.24,0.1,0.16,0.3333333333333333,1.3,32.69,-48.83,0.67,49.59,-48.11,1.031
50,15,0.24,0.1,0.16,0.5,1.0,33.79,-48.83,0.692,47.4,-45.52,1.041
50,15,0.24,0.1,0.16,0.5,1.3,34.11,-48.83,0.699,49.93,-48.11,1.038
50,15,0.24,0.1,0.16,0.6666666666666666,1.0,33.94,-49.73,0.683,48.01,-45.52,1.055
50,15,0.24,0.1,0.16,0.6666666666666666,1.3,34.25,-49.73,0.689,50.56,-48.11,1.051
50,15,0.24,0.1,0.18,0.3333333333333333,1.0,32.06,-48.83,0.657,45.73,-51.32,0.891
50,15,0.24,0.1,0.18,0.3333333333333333,1.3,32.12,-48.83,0.658,47.31,-57.98,0.816
50,15,0.24,0.1,0.18,0.5,1.0,33.47,-48.83,0.685,46.06,-51.32,0.897
50,15,0.24,0.1,0.18,0.5,1.3,33.53,-48.83,0.687,47.64,-57.98,0.822
50,15,0.24,0.1,0.18,0.6666666666666666,1.0,33.61,-49.73,0.676,46.67,-51.32,0.909
50,15,0.24,0.1,0.18,0.6666666666666666,1.3,33.67,-49.73,0.677,48.26,-57.98,0.832
50,15,0.24,0.14,0.14,0.3333333333333333,1.0,30.37,-48.83,0.622,44.92,-43.74,1.027
