bull_ma,bull_mom,blend_lo,blend_w,riskon_rv,def_frac,lev,A_cagr,A_dd,A_calmar,B_cagr,B_dd,B_calmar
30,21,0.28,0.1,0.14,0.3333333333333333,1.3,33.29,-45.06,0.739,42.29,-54.68,0.773
30,21,0.28,0.1,0.14,0.5,1.0,34.12,-45.63,0.748,39.42,-54.68,0.721
30,21,0.28,0.1,0.14,0.5,1.3,33.63,-45.63,0.737,42.14,-54.68,0.771
30,21,0.28,0.1,0.14,0.6666666666666666,1.0,34.34,-48.68,0.705,39.95,-54.68,0.731
30,21,0.28,0.1,0.14,0.6666666666666666,1.3,33.85,-48.68,0.695,42.68,-54.68,0.781
30,21,0.28,0.1,0.16,0.3333333333333333,1.0,35.52,-45.06,0.788,41.53,-54.68,0.76
30,21,0.28,0.1,0.16,0.3333333333333333,1.3,35.84,-45.06,0.795,43.97,-54.68,0.804
30,21,0.28,0.1,0.16,0.5,1.0,35.87,-45.63,0.786,41.38,-54.68,0.757
30,21,0.28,0.1,0.16,0.5,1.3,36.19,-45.63,0.793,43.81,-54.68,0.801
30,21,0.28,0.1,0.16,0.6666666666666666,1.0,36.09,-48.68,0.741,41.92,-54.68,0.767
30,21,0.28,0.1,0.16,0.6666666666666666,1.3,36.41,-48.68,0.748,44.36,-54.68,0.811
30,21,0.28,0.1,0.18,0.3333333333333333,1.0,35.19,-45.06,0.781,40.9,-54.1,0.756
30,21,0.28,0.1,0.18,0.3333333333333333,1.3,35.25,-45.06,0.782,42.43,-55.73,0.761
30,21,0.28,0.1,0.18,0.5,1.0,35.54,-45.63,0.779,40.75,-54.1,0.753
30,21,0.28,0.1,0.18,0.5,1.3,35.6,-45.63,0.78,42.27,-55.73,0.758
30,21,0.28,0.1,0.18,0.6666666666666666,1.0,35.76,-48.68,0.735,41.28,-54.1,0.763
30,21,0.28,0.1,0.18,0.6666666666666666,1.3,35.82,-48.68,0.736,42.81,-55.73,0.768
30,21,0.28,0.14,0.14,0.3333333333333333,1.0,32.51,-48.14,0.675,39.12,-56.93,0.687
30,21,0.28,0.14,0.14,0.3333333333333333,1.3,32.03,-48.14,0.665,41.82,-56.93,0.735
30,21,0.28,0.14,0.14,0.5,1.0,32.38,-47.51,0.682,39.33,-56.93,0.691
30,21,0.28,0.14,0.14,0.5,1.3,31.9,-47.51,0.671,42.04,-56.93,0.738
30,21,0.28,0.14,0.14,0.6666666666666666,1.0,32.93,-52.28,0.63,39.8,-56.93,0.699
30,21,0.28,0.14,0.14,0.6666666666666666,1.3,32.45,-52.28,0.621,42.52,-56.93,0.747
30,21,0.28,0.14,0.16,0.3333333333333333,1.0,34.24,-48.14,0.711,41.06,-56.93,0.721
30,21,0.28,0.14,0.16,0.3333333333333333,1.3,34.55,-48.14,0.718,43.49,-56.93,0.764
30,21,0.28,0.14,0.16,0.5,1.0,34.11,-47.51,0.718,41.28,-56.93,0.725
30,21,0.28,0.14,0.16,0.5,1.3,34.42,-47.51,0.725,43.71,-56.93,0.768
30,21,0.28,0.14,0.16,0.6666666666666666,1.0,34.66,-52.28,0.663,41.76,-56.93,0.734
30,21,0.28,0.14,0.16,0.6666666666666666,1.3,34.98,-52.28,0.669,44.2,-56.93,0.776
30,21,0.28,0.14,0.18,0.3333333333333333,1.0,33.91,-48.14,0.704,40.44,-56.38,0.717
30,21,0.28,0.14,0.18,0.3333333333333333,1.3,33.97,-48.14,0.706,41.96,-57.25,0.733
30,21,0.28,0.14,0.18,0.5,1.0,33.78,-47.51,0.711,40.65,-56.38,0.721
30,21,0.28,0.14,0.18,0.5,1.3,33.84,-47.51,0.712,42.17,-57.25,0.737
30,21,0.28,0.14,0.18,0.6666666666666666,1.0,34.34,-52.28,0.657,41.13,-56.38,0.73
30,21,0.28,0.14,0.18,0.6666666666666666,1.3,34.4,-52.28,0.658,42.66,-57.25,0.745
30,21,0.32,0.1,0.14,0.3333333333333333,1.0,31.5,-54.29,0.58,38.74,-62.2,0.623
30,21,0.32,0.1,0.14,0.3333333333333333,1.3,31.02,-54.29,0.571,41.44,-62.2,0.666
30,21,0.32,0.1,0.14,0.5,1.0,31.37,-53.67,0.585,38.78,-62.2,0.623
30,21,0.32,0.1,0.14,0.5,1.3,30.89,-53.67,0.576,41.48,-62.2,0.667
30,21,0.32,0.1,0.14,0.6666666666666666,1.0,31.19,-55.29,0.564,38.92,-62.2,0.626
30,21,0.32,0.1,0.14,0.6666666666666666,1.3,30.71,-55.29,0.555,41.62,-62.2,0.669
30,21,0.32,0.1,0.16,0.3333333333333333,1.0,33.21,-54.29,0.612,40.69,-62.2,0.654
30,21,0.32,0.1,0.16,0.3333333333333333,1.3,33.53,-54.29,0.618,43.11,-62.2,0.693
30,21,0.32,0.1,0.16,0.5,1.0,33.08,-53.67,0.616,40.72,-62.2,0.655
30,21,0.32,0.1,0.16,0.5,1.3,33.4,-53.67,0.622,43.14,-62.2,0.694
30,21,0.32,0.1,0.16,0.6666666666666666,1.0,32.9,-55.29,0.595,40.86,-62.2,0.657
30,21,0.32,0.1,0.16,0.6666666666666666,1.3,33.21,-55.29,0.601,43.29,-62.2,0.696
30,21,0.32,0.1,0.18,0.3333333333333333,1.0,32.89,-54.29,0.606,40.06,-61.71,0.649
30,21,0.32,0.1,0.18,0.3333333333333333,1.3,32.95,-54.29,0.607,41.58,-62.47,0.666
30,21,0.32,0.1,0.18,0.5,1.0,32.76,-53.67,0.61,40.1,-61.71,0.65
30,21,0.32,0.1,0.18,0.5,1.3,32.82,-53.67,0.612,41.61,-62.47,0.666
30,21,0.32,0.1,0.18,0.6666666666666666,1.0,32.58,-55.29,0.589,40.24,-61.71,0.652
30,21,0.32,0.1,0.18,0.6666666666666666,1.3,32.64,-55.29,0.59,41.75,-62.47,0.668
30,21,0.32,0.14,0.14,0.3333333333333333,1.0,29.84,-57.03,0.523,38.6,-62.2,0.621
30,21,0.32,0.14,0.14,0.3333333333333333,1.3,29.36,-57.03,0.515,41.3,-62.2,0.664
30,21,0.32,0.14,0.14,0.5,1.0,30.19,-55.01,0.549,38.75,-62.2,0.623
30,21,0.32,0.14,0.14,0.5,1.3,29.71,-55.01,0.54,41.45,-62.2,0.666
30,21,0.32,0.14,0.14,0.6666666666666666,1.0,29.64,-57.21,0.518,38.76,-62.2,0.623
30,21,0.32,0.14,0.14,0.6666666666666666,1.3,29.17,-57.21,0.51,41.46,-62.2,0.667
30,21,0.32,0.14,0.16,0.3333333333333333,1.0,31.53,-57.03,0.553,40.55,-62.2,0.652
30,21,0.32,0.14,0.16,0.3333333333333333,1.3,31.84,-57.03,0.558,42.97,-62.2,0.691
30,21,0.32,0.14,0.16,0.5,1.0,31.89,-55.01,0.58,40.7,-62.2,0.654
30,21,0.32,0.14,0.16,0.5,1.3,32.2,-55.01,0.585,43.12,-62.2,0.693
30,21,0.32,0.14,0.16,0.6666666666666666,1.0,31.33,-57.21,0.548,40.7,-62.2,0.654
30,21,0.32,0.14,0.16,0.6666666666666666,1.3,31.64,-57.21,0.553,43.12,-62.2,0.693
30,21,0.32,0.14,0.18,0.3333333333333333,1.0,31.21,-57.03,0.547,39.92,-61.71,0.647
30,21,0.32,0.14,0.18,0.3333333333333333,1.3,31.27,-57.03,0.548,41.43,-62.47,0.663
30,21,0.32,0.14,0.18,0.5,1.0,31.57,-55.01,0.574,40.07,-61.71,0.649
30,21,0.32,0.14,0.18,0.5,1.3,31.62,-55.01,0.575,41.58,-62.47,0.666
30,21,0.32,0.14,0.18,0.6666666666666666,1.0,31.01,-57.21,0.542,40.07,-61.71,0.649
30,21,0.32,0.14,0.18,0.6666666666666666,1.3,31.07,-57.21,0.543,41.59,-62.47,0.666
40,10,0.24,0.1,0.14,0.3333333333333333,1.0,31.45,-50.02,0.629,42.01,-47.68,0.881
40,10,0.24,0.1,0.14,0.3333333333333333,1.3,30.97,-50.02,0.619,44.78,-47.68,0.939
40,10,0.24,0.1,0.14,0.5,1.0,32.69,-50.02,0.654,42.42,-47.68,0.89
40,10,0.24,0.1,0.14,0.5,1.3,32.21,-50.02,0.644,45.19,-47.68,0.948
40,10,0.24,0.1,0.14,0.6666666666666666,1.0,32.93,-50.02,0.658,42.92,-47.68,0.9
40,10,0.24,0.1,0.14,0.6666666666666666,1.3,32.45,-50.02,0.649,45.7,-47.68,0.959
40,10,0.24,0.1,0.16,0.3333333333333333,1.0,33.5,-50.02,0.67,44.67,-48.47,0.922
40,10,0.24,0.1,0.16,0.3333333333333333,1.3,33.82,-50.02,0.676,47.16,-50.92,0.926
40,10,0.24,0.1,0.16,0.5,1.0,34.76,-50.02,0.695,45.08,-48.47,0.93
40,10,0.24,0.1,0.16,0.5,1.3,35.08,-50.02,0.701,47.58,-50.92,0.934
40,10,0.24,0.1,0.16,0.6666666666666666,1.0,35.0,-50.02,0.7,45.6,-48.47,0.941
40,10,0.24,0.1,0.16,0.6666666666666666,1.3,35.32,-50.02,0.706,48.1,-50.92,0.945
40,10,0.24,0.1,0.18,0.3333333333333333,1.0,33.18,-50.02,0.663,43.75,-53.96,0.811
40,10,0.24,0.1,0.18,0.3333333333333333,1.3,33.24,-50.02,0.664,45.31,-60.25,0.752
40,10,0.24,0.1,0.18,0.5,1.0,34.44,-50.02,0.688,44.16,-53.96,0.818
40,10,0.24,0.1,0.18,0.5,1.3,34.5,-50.02,0.69,45.72,-60.25,0.759
40,10,0.24,0.1,0.18,0.6666666666666666,1.0,34.68,-50.02,0.693,44.67,-53.96,0.828
40,10,0.24,0.1,0.18,0.6666666666666666,1.3,34.74,-50.02,0.694,46.24,-60.25,0.767
40,10,0.24,0.14,0.14,0.3333333333333333,1.0,31.59,-50.02,0.632,41.84,-47.68,0.877
40,10,0.24,0.14,0.14,0.3333333333333333,1.3,31.11,-50.02,0.622,44.6,-47.68,0.935
40,10,0.24,0.14,0.14,0.5,1.0,32.02,-50.02,0.64,42.38,-47.68,0.889
40,10,0.24,0.14,0.14,0.5,1.3,31.54,-50.02,0.631,45.16,-47.68,0.947
40,10,0.24,0.14,0.14,0.6666666666666666,1.0,32.73,-50.02,0.654,42.87,-47.68,0.899
40,10,0.24,0.14,0.14,0.6666666666666666,1.3,32.25,-50.02,0.645,45.66,-47.68,0.958
40,10,0.24,0.14,0.16,0.3333333333333333,1.0,33.65,-50.02,0.673,44.5,-48.47,0.918
40,10,0.24,0.14,0.16,0.3333333333333333,1.3,33.96,-50.02,0.679,46.99,-50.92,0.923
40,10,0.24,0.14,0.16,0.5,1.0,34.08,-50.02,0.681,45.05,-48.47,0.929
40,10,0.24,0.14,0.16,0.5,1.3,34.4,-50.02,0.688,47.55,-50.92,0.934
40,10,0.24,0.14,0.16,0.6666666666666666,1.0,34.8,-50.02,0.696,45.55,-48.47,0.94
40,10,0.24,0.14,0.16,0.6666666666666666,1.3,35.12,-50.02,0.702,48.06,-50.92,0.944
40,10,0.24,0.14,0.18,0.3333333333333333,1.0,33.32,-50.02,0.666,43.58,-53.96,0.808
40,10,0.24,0.14,0.18,0.3333333333333333,1.3,33.38,-50.02,0.667,45.13,-60.25,0.749
40,10,0.24,0.14,0.18,0.5,1.0,33.76,-50.02,0.675,44.13,-53.96,0.818
40,10,0.24,0.14,0.18,0.5,1.3,33.82,-50.02,0.676,45.69,-60.25,0.758
40,10,0.24,0.14,0.18,0.6666666666666666,1.0,34.48,-50.02,0.689,44.63,-53.96,0.827
40,10,0.24,0.14,0.18,0.6666666666666666,1.3,34.54,-50.02,0.69,46.19,-60.25,0.767
40,10,0.28,0.1,0.14,0.3333333333333333,1.0,31.7,-50.02,0.634,42.2,-47.68,0.885
40,10,0.28,0.1,0.14,0.3333333333333333,1.3,31.22,-50.02,0.624,44.97,-47.68,0.943
40,10,0.28,0.1,0.14,0.5,1.0,32.25,-50.02,0.645,42.08,-47.68,0.883
40,10,0.28,0.1,0.14,0.5,1.3,31.77,-50.02,0.635,44.85,-47.68,0.941
40,10,0.28,0.1,0.14,0.6666666666666666,1.0,32.43,-50.02,0.648,42.63,-47.68,0.894
40,10,0.28,0.1,0.14,0.6666666666666666,1.3,31.95,-50.02,0.639,45.41,-47.68,0.952
40,10,0.28,0.1,0.16,0.3333333333333333,1.0,33.75,-50.02,0.675,44.86,-48.47,0.925
40,10,0.28,0.1,0.16,0.3333333333333333,1.3,34.07,-50.02,0.681,47.35,-50.92,0.93
40,10,0.28,0.1,0.16,0.5,1.0,34.31,-50.02,0.686,44.74,-48.47,0.923
40,10,0.28,0.1,0.16,0.5,1.3,34.63,-50.02,0.692,47.24,-50.92,0.928
40,10,0.28,0.1,0.16,0.6666666666666666,1.0,34.5,-50.02,0.69,45.3,-48.47,0.935
40,10,0.28,0.1,0.16,0.6666666666666666,1.3,34.81,-50.02,0.696,47.8,-50.92,0.939
40,10,0.28,0.1,0.18,0.3333333333333333,1.0,33.43,-50.02,0.668,43.94,-53.96,0.814
40,10,0.28,0.1,0.18,0.3333333333333333,1.3,33.49,-50.02,0.669,45.5,-60.25,0.755
40,10,0.28,0.1,0.18,0.5,1.0,33.99,-50.02,0.679,43.83,-53.96,0.812
40,10,0.28,0.1,0.18,0.5,1.3,34.05,-50.02,0.681,45.38,-60.25,0.753
40,10,0.28,0.1,0.18,0.6666666666666666,1.0,34.17,-50.02,0.683,44.38,-53.96,0.822
40,10,0.28,0.1,0.18,0.6666666666666666,1.3,34.23,-50.02,0.684,45.94,-60.25,0.762
40,10,0.28,0.14,0.14,0.3333333333333333,1.0,30.74,-50.02,0.615,41.83,-47.68,0.877
40,10,0.28,0.14,0.14,0.3333333333333333,1.3,30.26,-50.02,0.605,44.59,-47.68,0.935
40,10,0.28,0.14,0.14,0.5,1.0,30.83,-50.02,0.616,42.22,-47.68,0.885
40,10,0.28,0.14,0.14,0.5,1.3,30.36,-50.02,0.607,44.99,-47.68,0.943
40,10,0.28,0.14,0.14,0.6666666666666666,1.0,31.17,-50.02,0.623,42.51,-47.68,0.892
40,10,0.28,0.14,0.14,0.6666666666666666,1.3,30.69,-50.02,0.614,45.29,-47.68,0.95
40,10,0.28,0.14,0.16,0.3333333333333333,1.0,32.78,-50.02,0.655,44.49,-48.47,0.918
40,10,0.28,0.14,0.16,0.3333333333333333,1.3,33.09,-50.02,0.661,46.98,-50.92,0.922
40,10,0.28,0.14,0.16,0.5,1.0,32.87,-50.02,0.657,44.88,-48.47,0.926
40,10,0.28,0.14,0.16,0.5,1.3,33.18,-50.02,0.663,47.38,-50.92,0.93
40,10,0.28,0.14,0.16,0.6666666666666666,1.0,33.21,-50.02,0.664,45.18,-48.47,0.932
40,10,0.28,0.14,0.16,0.6666666666666666,1.3,33.53,-50.02,0.67,47.68,-50.92,0.936
40,10,0.28,0.14,0.18,0.3333333333333333,1.0,32.46,-50.02,0.649,43.57,-53.96,0.807
40,10,0.28,0.14,0.18,0.3333333333333333,1.3,32.52,-50.02,0.65,45.12,-60.25,0.749
40,10,0.28,0.14,0.18,0.5,1.0,32.55,-50.02,0.651,43.96,-53.96,0.815
40,10,0.28,0.14,0.18,0.5,1.3,32.61,-50.02,0.652,45.52,-60.25,0.755
40,10,0.28,0.14,0.18,0.6666666666666666,1.0,32.89,-50.02,0.658,44.26,-53.96,0.82
40,10,0.28,0.14,0.18,0.6666666666666666,1.3,32.95,-50.02,0.659,45.82,-60.25,0.76
40,10,0.32,0.1,0.14,0.3333333333333333,1.0,30.18,-53.97,0.559,41.75,-47.68,0.876
40,10,0.32,0.1,0.14,0.3333333333333333,1.3,29.71,-53.97,0.55,44.51,-47.68,0.934
40,10,0.32,0.1,0.14,0.5,1.0,30.27,-53.88,0.562,41.8,-47.68,0.877
40,10,0.32,0.1,0.14,0.5,1.3,29.8,-53.88,0.553,44.56,-47.68,0.934
40,10,0.32,0.1,0.14,0.6666666666666666,1.0,29.85,-52.88,0.564,41.89,-47.68,0.878
40,10,0.32,0.1,0.14,0.6666666666666666,1.3,29.38,-52.88,0.556,44.65,-47.68,0.936
40,10,0.32,0.1,0.16,0.3333333333333333,1.0,32.21,-53.97,0.597,44.41,-48.47,0.916
40,10,0.32,0.1,0.16,0.3333333333333333,1.3,32.52,-53.97,0.603,46.9,-50.92,0.921
40,10,0.32,0.1,0.16,0.5,1.0,32.3,-53.88,0.6,44.45,-48.47,0.917
40,10,0.32,0.1,0.16,0.5,1.3,32.61,-53.88,0.605,46.94,-50.92,0.922
40,10,0.32,0.1,0.16,0.6666666666666666,1.0,31.87,-52.88,0.603,44.54,-48.47,0.919
40,10,0.32,0.1,0.16,0.6666666666666666,1.3,32.18,-52.88,0.609,47.03,-50.92,0.924
40,10,0.32,0.1,0.18,0.3333333333333333,1.0,31.89,-53.97,0.591,43.49,-53.96,0.806
40,10,0.32,0.1,0.18,0.3333333333333333,1.3,31.95,-53.97,0.592,45.04,-60.25,0.748
40,10,0.32,0.1,0.18,0.5,1.0,31.98,-53.88,0.594,43.54,-53.96,0.807
40,10,0.32,0.1,0.18,0.5,1.3,32.04,-53.88,0.595,45.09,-60.25,0.748
40,10,0.32,0.1,0.18,0.6666666666666666,1.0,31.55,-52.88,0.597,43.63,-53.96,0.808
40,10,0.32,0.1,0.18,0.6666666666666666,1.3,31.61,-52.88,0.598,45.18,-60.25,0.75
40,10,0.32,0.14,0.14,0.3333333333333333,1.0,28.5,-58.07,0.491,41.58,-47.68,0.872
40,10,0.32,0.14,0.14,0.3333333333333333,1.3,28.03,-58.07,0.483,44.34,-47.68,0.93
40,10,0.32,0.14,0.14,0.5,1.0,28.7,-54.78,0.524,41.69,-47.68,0.874
40,10,0.32,0.14,0.14,0.5,1.3,28.23,-54.78,0.515,44.45,-47.68,0.932
40,10,0.32,0.14,0.14,0.6666666666666666,1.0,28.36,-58.99,0.481,41.81,-47.68,0.877
40,10,0.32,0.14,0.14,0.6666666666666666,1.3,27.89,-58.99,0.473,44.57,-47.68,0.935
40,10,0.32,0.14,0.16,0.3333333333333333,1.0,30.5,-58.07,0.525,44.24,-48.47,0.913
40,10,0.32,0.14,0.16,0.3333333333333333,1.3,30.81,-58.07,0.531,46.72,-50.92,0.917
40,10,0.32,0.14,0.16,0.5,1.0,30.71,-54.78,0.561,44.34,-48.47,0.915
40,10,0.32,0.14,0.16,0.5,1.3,31.02,-54.78,0.566,46.83,-50.92,0.92
40,10,0.32,0.14,0.16,0.6666666666666666,1.0,30.36,-58.99,0.515,44.47,-48.47,0.917
40,10,0.32,0.14,0.16,0.6666666666666666,1.3,30.67,-58.99,0.52,46.96,-50.92,0.922
40,10,0.32,0.14,0.18,0.3333333333333333,1.0,30.19,-58.07,0.52,43.32,-53.96,0.803
40,10,0.32,0.14,0.18,0.3333333333333333,1.3,30.24,-58.07,0.521,44.87,-60.25,0.745
40,10,0.32,0.14,0.18,0.5,1.0,30.39,-54.78,0.555,43.43,-53.96,0.805
40,10,0.32,0.14,0.18,0.5,1.3,30.45,-54.78,0.556,44.98,-60.25,0.746
40,10,0.32,0.14,0.18,0.6666666666666666,1.0,30.05,-58.99,0.509,43.55,-53.96,0.807
40,10,0.32,0.14,0.18,0.6666666666666666,1.3,30.1,-58.99,0.51,45.1,-60.25,0.749
40,15,0.24,0.1,0.14,0.3333333333333333,1.0,33.33,-46.72,0.713,42.92,-42.46,1.011
40,15,0.24,0.1,0.14,0.3333333333333333,1.3,32.84,-46.72,0.703,45.7,-42.46,1.076
40,15,0.24,0.1,0.14,0.5,1.0,34.69,-46.72,0.743,43.31,-42.46,1.02
40,15,0.24,0.1,0.14,0.5,1.3,34.2,-46.72,0.732,46.1,-42.46,1.086
40,15,0.24,0.1,0.14,0.6666666666666666,1.0,34.84,-49.73,0.701,43.82,-42.46,1.032
40,15,0.24,0.1,0.14,0.6666666666666666,1.3,34.35,-49.73,0.691,46.63,-42.46,1.098
40,15,0.24,0.1,0.16,0.3333333333333333,1.0,35.05,-46.72,0.75,44.8,-44.27,1.012
40,15,0.24,0.1,0.16,0.3333333333333333,1.3,35.37,-46.72,0.757,47.3,-46.92,1.008
40,15,0.24,0.1,0.16,0.5,1.0,36.43,-46.72,0.78,45.2,-44.27,1.021
40,15,0.24,0.1,0.16,0.5,1.3,36.75,-46.72,0.787,47.7,-46.92,1.017
40,15,0.24,0.1,0.16,0.6666666666666666,1.0,36.58,-49.73,0.736,45.72,-44.27,1.033
40,15,0.24,0.1,0.16,0.6666666666666666,1.3,36.9,-49.73,0.742,48.23,-46.92,1.028
40,15,0.24,0.1,0.18,0.3333333333333333,1.0,34.72,-46.72,0.743,44.04,-50.21,0.877
40,15,0.24,0.1,0.18,0.3333333333333333,1.3,34.78,-46.72,0.745,45.6,-57.02,0.8
40,15,0.24,0.1,0.18,0.5,1.0,36.1,-46.72,0.773,44.44,-50.21,0.885
40,15,0.24,0.1,0.18,0.5,1.3,36.16,-46.72,0.774,46.0,-57.02,0.807
40,15,0.24,0.1,0.18,0.6666666666666666,1.0,36.25,-49.73,0.729,44.96,-50.21,0.895
40,15,0.24,0.1,0.18,0.6666666666666666,1.3,36.31,-49.73,0.73,46.53,-57.02,0.816
40,15,0.24,0.14,0.14,0.3333333333333333,1.0,33.4,-46.72,0.715,42.91,-42.46,1.011
40,15,0.24,0.14,0.14,0.3333333333333333,1.3,32.91,-46.72,0.705,45.69,-42.46,1.076
40,15,0.24,0.14,0.14,0.5,1.0,34.11,-46.72,0.73,43.45,-42.46,1.023
40,15,0.24,0.14,0.14,0.5,1.3,33.62,-46.72,0.72,46.24,-42.46,1.089
40,15,0.24,0.14,0.14,0.6666666666666666,1.0,34.54,-46.72,0.739,43.91,-42.46,1.034
40,15,0.24,0.14,0.14,0.6666666666666666,1.3,34.05,-46.72,0.729,46.71,-42.46,1.1
40,15,0.24,0.14,0.16,0.3333333333333333,1.0,35.12,-46.72,0.752,44.79,-44.27,1.012
40,15,0.24,0.14,0.16,0.3333333333333333,1.3,35.44,-46.72,0.759,47.29,-46.92,1.008
40,15,0.24,0.14,0.16,0.5,1.0,35.84,-46.72,0.767,45.34,-44.27,1.024
40,15,0.24,0.14,0.16,0.5,1.3,36.16,-46.72,0.774,47.84,-46.92,1.02
40,15,0.24,0.14,0.16,0.6666666666666666,1.0,36.28,-46.72,0.777,45.81,-44.27,1.035
40,15,0.24,0.14,0.16,0.6666666666666666,1.3,36.6,-46.72,0.783,48.32,-46.92,1.03
40,15,0.24,0.14,0.18,0.3333333333333333,1.0,34.8,-46.72,0.745,44.03,-50.21,0.877
40,15,0.24,0.14,0.18,0.3333333333333333,1.3,34.85,-46.72,0.746,45.59,-57.02,0.8
40,15,0.24,0.14,0.18,0.5,1.0,35.51,-46.72,0.76,44.58,-50.21,0.888
40,15,0.24,0.14,0.18,0.5,1.3,35.57,-46.72,0.761,46.14,-57.02,0.809
40,15,0.24,0.14,0.18,0.6666666666666666,1.0,35.95,-46.72,0.769,45.05,-50.21,0.897
40,15,0.24,0.14,0.18,0.6666666666666666,1.3,36.01,-46.72,0.771,46.61,-57.02,0.818
40,15,0.28,0.1,0.14,0.3333333333333333,1.0,33.82,-47.2,0.717,43.35,-42.46,1.021
40,15,0.28,0.1,0.14,0.3333333333333333,1.3,33.34,-47.2,0.706,46.14,-42.46,1.087
40,15,0.28,0.1,0.14,0.5,1.0,34.44,-47.2,0.73,43.22,-42.46,1.018
40,15,0.28,0.1,0.14,0.5,1.3,33.95,-47.2,0.719,46.01,-42.46,1.084
40,15,0.28,0.1,0.14,0.6666666666666666,1.0,34.32,-47.2,0.727,43.75,-42.46,1.03
40,15,0.28,0.1,0.14,0.6666666666666666,1.3,33.83,-47.2,0.717,46.55,-42.46,1.096
40,15,0.28,0.1,0.16,0.3333333333333333,1.0,35.55,-47.2,0.753,45.24,-44.27,1.022
40,15,0.28,0.1,0.16,0.3333333333333333,1.3,35.87,-47.2,0.76,47.74,-46.92,1.017
40,15,0.28,0.1,0.16,0.5,1.0,36.17,-47.2,0.766,45.11,-44.27,1.019
40,15,0.28,0.1,0.16,0.5,1.3,36.49,-47.2,0.773,47.61,-46.92,1.015
40,15,0.28,0.1,0.16,0.6666666666666666,1.0,36.06,-47.2,0.764,45.65,-44.27,1.031
40,15,0.28,0.1,0.16,0.6666666666666666,1.3,36.38,-47.2,0.771,48.15,-46.92,1.026
40,15,0.28,0.1,0.18,0.3333333333333333,1.0,35.22,-47.2,0.746,44.48,-50.21,0.886
40,15,0.28,0.1,0.18,0.3333333333333333,1.3,35.28,-47.2,0.747,46.04,-57.02,0.808
40,15,0.28,0.1,0.18,0.5,1.0,35.84,-47.2,0.759,44.35,-50.21,0.883
40,15,0.28,0.1,0.18,0.5,1.3,35.9,-47.2,0.761,45.91,-57.02,0.805
40,15,0.28,0.1,0.18,0.6666666666666666,1.0,35.73,-47.2,0.757,44.88,-50.21,0.894
40,15,0.28,0.1,0.18,0.6666666666666666,1.3,35.79,-47.2,0.758,46.45,-57.02,0.815
40,15,0.28,0.14,0.14,0.3333333333333333,1.0,33.57,-47.2,0.711,42.89,-42.46,1.01
40,15,0.28,0.14,0.14,0.3333333333333333,1.3,33.08,-47.2,0.701,45.67,-42.46,1.076
40,15,0.28,0.14,0.14,0.5,1.0,33.63,-47.2,0.712,43.16,-42.46,1.017
40,15,0.28,0.14,0.14,0.5,1.3,33.14,-47.2,0.702,45.95,-42.46,1.082
40,15,0.28,0.14,0.14,0.6666666666666666,1.0,33.92,-47.2,0.719,43.57,-42.46,1.026
40,15,0.28,0.14,0.14,0.6666666666666666,1.3,33.43,-47.2,0.708,46.37,-42.46,1.092
40,15,0.28,0.14,0.16,0.3333333333333333,1.0,35.29,-47.2,0.748,44.78,-44.27,1.011
40,15,0.28,0.14,0.16,0.3333333333333333,1.3,35.61,-47.2,0.754,47.27,-46.92,1.007
40,15,0.28,0.14,0.16,0.5,1.0,35.35,-47.2,0.749,45.05,-44.27,1.018
40,15,0.28,0.14,0.16,0.5,1.3,35.67,-47.2,0.756,47.55,-46.92,1.013
40,15,0.28,0.14,0.16,0.6666666666666666,1.0,35.65,-47.2,0.755,45.47,-44.27,1.027
40,15,0.28,0.14,0.16,0.6666666666666666,1.3,35.97,-47.2,0.762,47.97,-46.92,1.022
40,15,0.28,0.14,0.18,0.3333333333333333,1.0,34.97,-47.2,0.741,44.02,-50.21,0.877
40,15,0.28,0.14,0.18,0.3333333333333333,1.3,35.03,-47.2,0.742,45.57,-57.02,0.799
40,15,0.28,0.14,0.18,0.5,1.0,35.02,-47.2,0.742,44.29,-50.21,0.882
40,15,0.28,0.14,0.18,0.5,1.3,35.08,-47.2,0.743,45.85,-57.02,0.804
40,15,0.28,0.14,0.18,0.6666666666666666,1.0,35.32,-47.2,0.748,44.71,-50.21,0.89
40,15,0.28,0.14,0.18,0.6666666666666666,1.3,35.38,-47.2,0.749,46.27,-57.02,0.812
40,15,0.32,0.1,0.14,0.3333333333333333,1.0,33.53,-52.64,0.637,42.77,-42.46,1.007
40,15,0.32,0.1,0.14,0.3333333333333333,1.3,33.04,-52.64,0.628,45.55,-42.46,1.073
40,15,0.32,0.1,0.14,0.5,1.0,33.72,-51.06,0.66,42.71,-42.46,1.006
40,15,0.32,0.1,0.14,0.5,1.3,33.23,-51.06,0.651,45.49,-42.46,1.071
40,15,0.32,0.1,0.14,0.6666666666666666,1.0,33.26,-51.18,0.65,42.94,-42.46,1.011
40,15,0.32,0.1,0.14,0.6666666666666666,1.3,32.77,-51.18,0.64,45.73,-42.46,1.077
40,15,0.32,0.1,0.16,0.3333333333333333,1.0,35.26,-52.64,0.67,44.66,-44.27,1.009
40,15,0.32,0.1,0.16,0.3333333333333333,1.3,35.57,-52.64,0.676,47.15,-46.92,1.005
40,15,0.32,0.1,0.16,0.5,1.0,35.44,-51.06,0.694,44.6,-44.27,1.007
40,15,0.32,0.1,0.16,0.5,1.3,35.76,-51.06,0.7,47.08,-46.92,1.003
