date,xndx_close,xndx_ret,tqqq_close,vxn,rv252,base_alloc,risk_on_override,circuit_cash,target_alloc_tqqq,action,cash_value,tqqq_value,equity
1994-03-23,410.5000,-0.000414,1.6433,,0.1575,1.0000,0,0,1.0000,HOLD,0.00,10439635.46,10439635.46
1994-03-24,403.9200,-0.016029,1.5637,,0.1583,0.5000,0,0,0.5000,TRADE,4966871.15,4966871.15,9933742.31
1994-03-25,399.8600,-0.010052,1.5159,,0.1586,0.4000,0,0,0.4000,TRADE,5869540.80,3913027.20,9782568.00
1994-03-28,393.9200,-0.014855,1.4478,,0.1584,0.4000,0,0,0.4000,HOLD,5871126.00,3737179.94,9608305.94
1994-03-29,383.0000,-0.027721,1.3269,,0.1609,0.0000,0,0,0.0000,TRADE,9296636.79,0.00,9296636.79
1994-03-30,380.2500,-0.007180,1.2978,,0.1604,0.0000,0,0,0.0000,HOLD,9297473.64,0.00,9297473.64
1994-03-31,382.9600,+0.007127,1.3250,,0.1559,0.0000,0,0,0.0000,HOLD,9298310.56,0.00,9298310.56
1994-04-04,375.4200,-0.019689,1.2463,,0.1569,0.0000,0,0,0.0000,HOLD,9301659.00,0.00,9301659.00
1994-04-05,389.3100,+0.036999,1.3841,,0.1605,0.1000,0,0,0.1000,TRADE,8372295.45,930255.05,9302550.50
1994-04-06,388.7600,-0.001413,1.3777,,0.1600,0.1000,0,0,0.1000,HOLD,8373097.87,925957.34,9299055.21
1994-04-07,390.9700,+0.005685,1.4007,,0.1597,0.3000,0,0,0.3000,TRADE,6520706.19,2794588.37,9315294.55
1994-04-08,384.9000,-0.015526,1.3349,,0.1591,0.1000,0,0,0.1000,TRADE,8266215.46,918468.38,9184683.85
1994-04-11,383.8500,-0.002728,1.3235,,0.1588,0.0000,0,0,0.0000,TRADE,9179188.15,0.00,9179188.15
1994-04-12,375.4600,-0.021858,1.2362,,0.1604,0.0000,0,0,0.0000,HOLD,9180067.91,0.00,9180067.91
1994-04-13,367.2500,-0.021866,1.1546,,0.1618,0.0000,0,0,0.0000,HOLD,9180947.75,0.00,9180947.75
1994-04-14,365.6500,-0.004357,1.1391,,0.1616,0.0000,0,0,0.0000,HOLD,9181827.68,0.00,9181827.68
1994-04-15,366.2900,+0.001750,1.1446,,0.1613,0.0000,0,0,0.0000,HOLD,9182707.70,0.00,9182707.70
1994-04-18,360.4600,-0.015916,1.0895,,0.1620,0.0000,0,0,0.0000,HOLD,9185348.24,0.00,9185348.24
1994-04-19,357.3600,-0.008600,1.0610,,0.1622,0.0000,0,0,0.0000,HOLD,9186228.59,0.00,9186228.59
1994-04-20,355.3800,-0.005541,1.0429,,0.1623,0.0000,0,0,0.0000,HOLD,9187109.02,0.00,9187109.02
1994-04-21,367.0200,+0.032754,1.1450,,0.1647,0.0000,0,0,0.0000,HOLD,9187989.54,0.00,9187989.54
1994-04-22,369.0800,+0.005613,1.1638,,0.1636,0.0000,0,0,0.0000,HOLD,9188870.15,0.00,9188870.15
1994-04-25,374.7900,+0.015471,1.2173,,0.1629,0.0000,0,0,0.0000,HOLD,9191512.46,0.00,9191512.46
1994-04-26,375.4600,+0.001788,1.2234,,0.1622,0.0000,0,0,0.0000,HOLD,9192393.40,0.00,9192393.40
1994-04-28,372.4500,-0.008017,1.1934,,0.1624,0.0000,0,0,0.0000,HOLD,9194155.54,0.00,9194155.54
1994-04-29,373.2500,+0.002148,1.2006,,0.1624,0.0000,0,0,0.0000,HOLD,9195036.73,0.00,9195036.73
1994-05-02,379.8200,+0.017602,1.2635,,0.1627,0.0000,0,0,0.0000,HOLD,9197680.82,0.00,9197680.82
1994-05-03,377.0700,-0.007240,1.2356,,0.1612,0.0000,0,0,0.0000,HOLD,9198671.63,0.00,9198671.63
1994-05-04,377.5300,+0.001220,1.2396,,0.1611,0.0000,0,0,0.0000,HOLD,9199662.54,0.00,9199662.54
1994-05-05,378.2300,+0.001854,1.2460,,0.1607,0.0000,0,0,0.0000,HOLD,9200653.55,0.00,9200653.55
1994-05-06,374.5700,-0.009677,1.2093,,0.1610,0.0000,0,0,0.0000,HOLD,9201644.68,0.00,9201644.68
1994-05-09,368.0000,-0.017540,1.1451,,0.1619,0.0000,0,0,0.0000,HOLD,9204618.69,0.00,9204618.69
1994-05-10,370.0200,+0.005489,1.1635,,0.1619,0.0000,0,0,0.0000,HOLD,9205610.24,0.00,9205610.24
1994-05-11,365.1800,-0.013080,1.1174,,0.1623,0.0000,0,0,0.0000,HOLD,9206601.90,0.00,9206601.90
1994-05-12,366.6400,+0.003998,1.1303,,0.1621,0.0000,0,0,0.0000,HOLD,9207593.66,0.00,9207593.66
1994-05-13,364.8200,-0.004964,1.1130,,0.1621,0.0000,0,0,0.0000,HOLD,9208585.54,0.00,9208585.54
1994-05-16,360.4900,-0.011869,1.0729,,0.1623,0.0000,0,0,0.0000,HOLD,9211561.79,0.00,9211561.79
1994-05-17,360.5000,+0.000028,1.0725,,0.1621,0.0000,0,0,0.0000,HOLD,9212554.09,0.00,9212554.09
1994-05-18,368.5900,+0.022441,1.1443,,0.1618,0.0000,0,0,0.0000,HOLD,9213546.50,0.00,9213546.50
1994-05-19,371.7100,+0.008465,1.1729,,0.1613,0.0000,0,0,0.0000,HOLD,9214539.01,0.00,9214539.01
1994-05-20,370.3700,-0.003605,1.1597,,0.1610,0.0000,0,0,0.0000,HOLD,9215531.63,0.00,9215531.63
1994-05-23,369.8900,-0.001296,1.1547,,0.1610,0.0000,0,0,0.0000,HOLD,9218510.13,0.00,9218510.13
1994-05-24,377.0000,+0.019222,1.2208,,0.1621,0.0000,0,0,0.0000,HOLD,9219503.18,0.00,9219503.18
1994-05-25,378.2400,+0.003289,1.2323,,0.1606,1.0000,0,0,1.0000,TRADE,0.00,9220496.34,9220496.34
1994-05-26,375.8000,-0.006451,1.2079,,0.1607,0.0000,0,0,0.0000,TRADE,9038117.89,0.00,9038117.89
1994-05-27,376.8100,+0.002688,1.2172,,0.1602,1.0000,0,0,1.0000,TRADE,0.00,9039091.51,9039091.51
1994-05-31,378.8500,+0.005414,1.2364,,0.1599,1.0000,0,0,1.0000,HOLD,0.00,9182015.18,9182015.18
1994-06-01,379.2300,+0.001003,1.2396,,0.1599,1.0000,0,0,1.0000,HOLD,0.00,9205691.84,9205691.84
1994-06-02,380.6600,+0.003771,1.2531,,0.1599,1.0000,0,0,1.0000,HOLD,0.00,9305865.95,9305865.95
1994-06-03,382.7800,+0.005569,1.2735,,0.1597,1.0000,0,0,1.0000,HOLD,0.00,9457339.16,9457339.16
1994-06-06,382.8000,+0.000052,1.2731,,0.1593,1.0000,0,0,1.0000,HOLD,0.00,9454747.61,9454747.61
1994-06-07,379.9900,-0.007341,1.2445,,0.1591,1.0000,0,0,1.0000,HOLD,0.00,9242463.54,9242463.54
1994-06-08,371.0000,-0.023658,1.1557,,0.1610,0.0000,0,0,0.0000,TRADE,8582494.19,0.00,8582494.19
1994-06-09,370.3000,-0.001887,1.1486,,0.1610,0.0000,0,0,0.0000,HOLD,8583472.93,0.00,8583472.93
1994-06-10,374.6400,+0.011720,1.1885,,0.1611,1.0000,0,0,1.0000,TRADE,0.00,8584451.77,8584451.77
1994-06-13,371.8800,-0.007367,1.1618,,0.1609,1.0000,0,0,1.0000,HOLD,0.00,8391025.45,8391025.45
1994-06-14,377.3800,+0.014790,1.2128,,0.1615,1.0000,0,0,1.0000,HOLD,0.00,8759712.44,8759712.44
1994-06-15,377.7800,+0.001060,1.2161,,0.1614,1.0000,0,0,1.0000,HOLD,0.00,8783791.53,8783791.53
1994-06-16,377.8000,+0.000053,1.2158,,0.1614,0.0000,0,0,0.0000,TRADE,8781400.43,0.00,8781400.43
1994-06-17,371.9400,-0.015511,1.1587,,0.1613,0.0000,0,0,0.0000,HOLD,8782401.85,0.00,8782401.85
1994-06-20,367.8300,-0.011050,1.1198,,0.1617,0.0000,0,0,0.0000,HOLD,8785406.79,0.00,8785406.79
1994-06-21,360.9800,-0.018623,1.0567,,0.1627,0.0000,0,0,0.0000,HOLD,8786408.66,0.00,8786408.66
1994-06-22,363.2300,+0.006233,1.0761,,0.1628,0.0000,0,0,0.0000,HOLD,8787410.65,0.00,8787410.65
1994-06-23,353.4900,-0.026815,0.9890,,0.1649,0.0000,0,0,0.0000,HOLD,8788412.75,0.00,8788412.75
1994-06-24,351.7600,-0.004894,0.9741,,0.1645,0.0000,0,0,0.0000,HOLD,8789414.97,0.00,8789414.97
1994-06-27,361.1600,+0.026723,1.0517,,0.1657,0.0000,0,0,0.0000,HOLD,8792422.31,0.00,8792422.31
1994-06-28,362.0500,+0.002464,1.0591,,0.1656,0.0000,0,0,0.0000,HOLD,8793424.98,0.00,8793424.98
1994-06-29,362.7300,+0.001878,1.0646,,0.1656,0.0000,0,0,0.0000,HOLD,8794427.77,0.00,8794427.77
1994-06-30,360.3000,-0.006699,1.0427,,0.1656,0.0000,0,0,0.0000,HOLD,8795430.67,0.00,8795430.67
1994-07-01,360.0300,-0.000749,1.0399,,0.1656,0.0000,0,0,0.0000,HOLD,8796433.69,0.00,8796433.69
1994-07-05,356.9100,-0.008666,1.0124,,0.1656,0.0000,0,0,0.0000,HOLD,8800456.16,0.00,8800456.16
1994-07-06,353.6200,-0.009218,0.9840,,0.1656,0.0000,0,0,0.0000,HOLD,8801462.06,0.00,8801462.06
1994-07-07,359.2300,+0.015865,1.0304,,0.1662,0.0000,0,0,0.0000,HOLD,8802468.08,0.00,8802468.08
1994-07-08,359.3100,+0.000223,1.0307,,0.1661,0.0000,0,0,0.0000,HOLD,8803474.21,0.00,8803474.21
1994-07-11,358.7900,-0.001447,1.0257,,0.1661,0.0000,0,0,0.0000,HOLD,8806493.30,0.00,8806493.30
1994-07-12,361.3100,+0.007024,1.0469,,0.1662,0.0000,0,0,0.0000,HOLD,8807499.90,0.00,8807499.90
1994-07-13,369.1400,+0.021671,1.1145,,0.1675,1.0000,0,0,1.0000,TRADE,0.00,8808506.61,8808506.61
1994-07-14,367.5200,-0.004389,1.0993,,0.1673,0.0000,0,0,0.0000,TRADE,8688673.16,0.00,8688673.16
1994-07-15,367.2400,-0.000762,1.0963,,0.1652,0.0000,0,0,0.0000,HOLD,8689666.29,0.00,8689666.29
1994-07-18,368.1800,+0.002560,1.1043,,0.1651,0.0000,0,0,0.0000,HOLD,8692646.35,0.00,8692646.35
1994-07-19,364.7200,-0.009398,1.0727,,0.1643,0.0000,0,0,0.0000,HOLD,8693639.93,0.00,8693639.93
1994-07-20,359.5300,-0.014230,1.0264,,0.1647,0.0000,0,0,0.0000,HOLD,8694633.63,0.00,8694633.63
1994-07-21,362.2100,+0.007454,1.0489,,0.1644,0.0000,0,0,0.0000,HOLD,8695627.44,0.00,8695627.44
1994-07-22,365.0600,+0.007868,1.0732,,0.1640,0.0000,0,0,0.0000,HOLD,8696621.36,0.00,8696621.36
1994-07-25,366.1100,+0.002876,1.0820,,0.1638,0.0000,0,0,0.0000,HOLD,8699603.80,0.00,8699603.80
1994-07-26,364.0100,-0.005736,1.0629,,0.1635,0.0000,0,0,0.0000,HOLD,8700598.18,0.00,8700598.18
1994-07-27,361.8100,-0.006044,1.0431,,0.1630,0.0000,0,0,0.0000,HOLD,8701592.67,0.00,8701592.67
1994-07-28,362.1400,+0.000912,1.0455,,0.1630,0.0000,0,0,0.0000,HOLD,8702587.27,0.00,8702587.27
1994-07-29,370.1600,+0.022146,1.1145,,0.1640,1.0000,0,0,1.0000,TRADE,0.00,8703581.99,8703581.99
1994-08-01,373.5800,+0.009239,1.1449,,0.1641,1.0000,0,0,1.0000,HOLD,0.00,8940925.10,8940925.10
1994-08-02,372.7800,-0.002141,1.1370,,0.1641,1.0000,0,0,1.0000,HOLD,0.00,8879474.91,8879474.91
1994-08-03,370.4800,-0.006170,1.1155,,0.1639,1.0000,0,0,1.0000,HOLD,0.00,8711130.48,8711130.48
1994-08-04,367.5500,-0.007909,1.0885,,0.1639,1.0000,0,0,1.0000,HOLD,0.00,8500528.66,8500528.66
1994-08-05,367.1500,-0.001088,1.0845,,0.1639,0.0000,0,0,0.0000,TRADE,8468945.01,0.00,8468945.01
1994-08-08,368.8900,+0.004739,1.0994,,0.1640,1.0000,0,0,1.0000,TRADE,0.00,8471989.49,8471989.49
1994-08-09,370.6600,+0.004798,1.1147,,0.1637,1.0000,0,0,1.0000,HOLD,0.00,8590098.38,8590098.38
1994-08-10,373.9300,+0.008822,1.1437,,0.1639,1.0000,0,0,1.0000,HOLD,0.00,8813545.80,8813545.80
1994-08-11,374.4900,+0.001498,1.1483,,0.1639,1.0000,0,0,1.0000,HOLD,0.00,8849135.98,8849135.98
1994-08-12,376.9600,+0.006596,1.1705,,0.1640,1.0000,0,0,1.0000,HOLD,0.00,9020203.77,9020203.77
1994-08-15,377.0800,+0.000318,1.1711,,0.1617,1.0000,0,0,1.0000,HOLD,0.00,9024692.60,9024692.60
1994-08-16,380.5300,+0.009149,1.2027,,0.1617,1.0000,0,0,1.0000,HOLD,0.00,9268267.72,9268267.72
1994-08-17,386.9000,+0.016740,1.2626,,0.1624,1.0000,0,0,1.0000,HOLD,0.00,9729463.45,9729463.45
1994-08-18,385.6300,-0.003282,1.2496,,0.1618,1.0000,0,0,1.0000,HOLD,0.00,9629184.27,9629184.27
1994-08-19,384.1200,-0.003916,1.2343,,0.1618,1.0000,0,0,1.0000,HOLD,0.00,9511639.99,9511639.99
1994-08-22,382.8100,-0.003410,1.2211,,0.1619,1.0000,0,0,1.0000,HOLD,0.00,9409930.61,9409930.61
1994-08-23,386.7400,+0.010266,1.2581,,0.1622,1.0000,0,0,1.0000,HOLD,0.00,9695388.81,9695388.81
1994-08-24,388.4400,+0.004396,1.2742,,0.1620,1.0000,0,0,1.0000,HOLD,0.00,9818752.18,9818752.18
1994-08-25,391.4900,+0.007852,1.3036,,0.1619,1.0000,0,0,1.0000,HOLD,0.00,10045483.64,10045483.64
1994-08-26,399.2600,+0.019847,1.3806,,0.1630,1.0000,0,0,1.0000,HOLD,0.00,10638943.18,10638943.18
1994-08-29,398.4400,-0.002054,1.3714,,0.1629,1.0000,0,0,1.0000,HOLD,0.00,10568427.06,10568427.06
1994-08-30,401.7400,+0.008282,1.4049,,0.1628,1.0000,0,0,1.0000,HOLD,0.00,10826079.96,10826079.96
1994-08-31,397.9000,-0.009558,1.3639,,0.1631,1.0000,0,0,1.0000,HOLD,0.00,10510573.14,10510573.14
1994-09-01,391.6100,-0.015808,1.2986,,0.1639,1.0000,0,0,1.0000,HOLD,0.00,10007193.47,10007193.47
1994-09-02,391.4100,-0.000511,1.2960,,0.1638,1.0000,0,0,1.0000,HOLD,0.00,9987171.86,9987171.86
1994-09-06,393.6900,+0.005825,1.3181,,0.1628,1.0000,0,0,1.0000,HOLD,0.00,10157015.89,10157015.89
1994-09-07,397.0500,+0.008535,1.3512,,0.1629,1.0000,0,0,1.0000,HOLD,0.00,10412309.11,10412309.11
1994-09-08,400.7500,+0.009319,1.3883,,0.1629,1.0000,0,0,1.0000,HOLD,0.00,10698512.89,10698512.89
1994-09-09,394.8400,-0.014747,1.3262,,0.1635,1.0000,0,0,1.0000,HOLD,0.00,10220167.81,10220167.81
1994-09-12,391.6700,-0.008029,1.2937,,0.1635,1.0000,0,0,1.0000,HOLD,0.00,9969210.57,9969210.57
1994-09-13,396.6900,+0.012817,1.3428,,0.1637,1.0000,0,0,1.0000,HOLD,0.00,10347851.63,10347851.63
1994-09-14,397.7900,+0.002773,1.3534,,0.1635,1.0000,0,0,1.0000,HOLD,0.00,10429074.08,10429074.08
1994-09-15,407.1000,+0.023404,1.4477,,0.1650,1.0000,0,0,1.0000,HOLD,0.00,11156430.45,11156430.45
1994-09-16,404.4700,-0.006460,1.4190,,0.1652,1.0000,0,0,1.0000,HOLD,0.00,10934965.66,10934965.66
1994-09-19,403.8800,-0.001459,1.4121,,0.1651,1.0000,0,0,1.0000,HOLD,0.00,10881973.21,10881973.21
1994-09-20,396.8500,-0.017406,1.3377,,0.1660,0.6000,0,0,0.6000,TRADE,4123446.77,6185170.16,10308616.93
1994-09-21,393.7100,-0.007912,1.3053,,0.1647,0.6000,0,0,0.6000,HOLD,4123968.91,6035444.02,10159412.92
1994-09-22,393.5500,-0.000406,1.3031,,0.1645,0.6000,0,0,0.6000,HOLD,4124491.11,6025247.06,10149738.17
1994-09-23,390.2000,-0.008512,1.2692,,0.1647,0.6000,0,0,0.6000,HOLD,4125013.37,5868548.49,9993561.86
1994-09-26,388.9000,-0.003332,1.2560,,0.1644,0.6000,0,0,0.6000,HOLD,4126580.57,5807130.33,9933710.90
1994-09-27,389.3300,+0.001106,1.2595,,0.1641,0.6000,0,0,0.6000,HOLD,4127103.10,5823659.05,9950762.15
1994-09-28,391.9700,+0.006781,1.2846,,0.1642,1.0000,0,0,1.0000,TRADE,0.00,10067012.24,10067012.24
1994-09-29,391.2200,-0.001913,1.2766,,0.1639,1.0000,0,0,1.0000,HOLD,0.00,10004484.93,10004484.93
1994-09-30,393.8500,+0.006723,1.3017,,0.1640,1.0000,0,0,1.0000,HOLD,0.00,10201540.94,10201540.94
1994-10-03,392.7200,-0.002869,1.2899,,0.1640,1.0000,0,0,1.0000,HOLD,0.00,10108899.51,10108899.51
1994-10-04,382.7100,-0.025489,1.1907,,0.1658,0.2000,0,0,0.2000,TRADE,7464881.48,1866220.37,9331101.85
1994-10-05,386.9900,+0.011183,1.2300,,0.1662,0.6000,0,0,0.6000,TRADE,3757510.34,5636265.51,9393775.84
1994-10-06,382.8500,-0.010698,1.1900,,0.1664,0.2000,0,0,0.2000,TRADE,7368538.17,1842134.54,9210672.71
1994-10-07,387.3600,+0.011780,1.2315,,0.1666,1.0000,0,0,1.0000,TRADE,0.00,9275829.96,9275829.96
1994-10-10,392.8500,+0.014173,1.2832,,0.1672,1.0000,0,0,1.0000,HOLD,0.00,9665744.18,9665744.18
1994-10-11,400.2900,+0.018939,1.3555,,0.1681,1.0000,0,0,1.0000,HOLD,0.00,10210225.22,10210225.22
1994-10-12,399.8500,-0.001099,1.3504,,0.1679,1.0000,0,0,1.0000,HOLD,0.00,10171593.92,10171593.92
1994-10-13,399.8600,+0.000025,1.3498,,0.1673,1.0000,0,0,1.0000,HOLD,0.00,10167398.71,10167398.71
1994-10-14,398.8000,-0.002651,1.3384,,0.1673,1.0000,0,0,1.0000,HOLD,0.00,10081571.30,10081571.30
1994-10-17,396.8500,-0.004890,1.3181,,0.1672,1.0000,0,0,1.0000,HOLD,0.00,9928718.41,9928718.41
1994-10-18,398.0000,+0.002898,1.3289,,0.1662,1.0000,0,0,1.0000,HOLD,0.00,10010127.11,10010127.11
1994-10-19,403.7300,+0.014397,1.3857,,0.1668,1.0000,0,0,1.0000,HOLD,0.00,10437515.31,10437515.31
1994-10-20,402.9900,-0.001833,1.3774,,0.1666,1.0000,0,0,1.0000,HOLD,0.00,10374935.18,10374935.18
1994-10-21,400.5200,-0.006129,1.3514,,0.1667,1.0000,0,0,1.0000,HOLD,0.00,10178996.95,10178996.95
1994-10-24,398.7900,-0.004319,1.3332,,0.1667,1.0000,0,0,1.0000,HOLD,0.00,10041985.16,10041985.16
1994-10-25,398.4800,-0.000777,1.3294,,0.1665,1.0000,0,0,1.0000,HOLD,0.00,10013509.74,10013509.74
1994-10-26,403.8300,+0.013426,1.3823,,0.1664,1.0000,0,0,1.0000,HOLD,0.00,10411776.27,10411776.27
1994-10-27,405.6200,+0.004433,1.4000,,0.1665,1.0000,0,0,1.0000,HOLD,0.00,10544957.71,10544957.71
1994-10-28,411.8400,+0.015335,1.4636,,0.1671,1.0000,0,0,1.0000,HOLD,0.00,11024710.99,11024710.99
1994-10-31,413.0500,+0.002938,1.4758,,0.1668,1.0000,0,0,1.0000,HOLD,0.00,11116241.51,11116241.51
1994-11-01,410.0600,-0.007239,1.4430,,0.1670,1.0000,0,0,1.0000,HOLD,0.00,10869132.77,10869132.77
1994-11-02,408.9100,-0.002804,1.4301,,0.1659,1.0000,0,0,1.0000,HOLD,0.00,10772105.36,10772105.36
1994-11-03,408.1700,-0.001810,1.4216,,0.1636,1.0000,0,0,1.0000,HOLD,0.00,10708087.35,10708087.35
1994-11-04,401.4600,-0.016439,1.3508,,0.1637,1.0000,0,0,1.0000,HOLD,0.00,10174479.67,10174479.67
1994-11-07,400.1900,-0.003163,1.3373,,0.1637,1.0000,0,0,1.0000,HOLD,0.00,10072674.71,10072674.71
1994-11-08,407.4400,+0.018116,1.4092,,0.1647,1.0000,0,0,1.0000,HOLD,0.00,10614918.28,10614918.28
1994-11-09,408.3200,+0.002160,1.4176,,0.1637,1.0000,0,0,1.0000,HOLD,0.00,10678215.43,10678215.43
1994-11-10,406.1200,-0.005388,1.3940,,0.1637,1.0000,0,0,1.0000,HOLD,0.00,10500094.40,10500094.40
1994-11-11,404.7800,-0.003300,1.3795,,0.1638,1.0000,0,0,1.0000,HOLD,0.00,10390726.99,10390726.99
1994-11-14,412.1700,+0.018257,1.4543,,0.1644,1.0000,0,0,1.0000,HOLD,0.00,10954444.69,10954444.69
1994-11-15,411.7800,-0.000946,1.4494,,0.1643,1.0000,0,0,1.0000,HOLD,0.00,10917662.32,10917662.32
1994-11-16,412.7200,+0.002283,1.4586,,0.1631,1.0000,0,0,1.0000,HOLD,0.00,10986758.98,10986758.98
1994-11-17,410.9800,-0.004216,1.4394,,0.1628,1.0000,0,0,1.0000,HOLD,0.00,10842089.79,10842089.79
1994-11-18,412.4300,+0.003528,1.4539,,0.1628,1.0000,0,0,1.0000,HOLD,0.00,10951204.94,10951204.94
1994-11-21,409.2800,-0.007638,1.4198,,0.1619,1.0000,0,0,1.0000,HOLD,0.00,10694568.97,10694568.97
1994-11-22,397.9300,-0.027732,1.3010,,0.1631,1.0000,0,0,1.0000,HOLD,0.00,9799252.73,9799252.73
1994-11-23,397.1700,-0.001910,1.2928,,0.1628,1.0000,0,0,1.0000,HOLD,0.00,9737988.71,9737988.71
1994-11-25,401.1700,+0.010071,1.3312,,0.1630,1.0000,0,0,1.0000,HOLD,0.00,10027114.53,10027114.53
1994-11-28,403.8200,+0.006606,1.3569,,0.1630,1.0000,0,0,1.0000,HOLD,0.00,10220562.30,10220562.30
1994-11-29,409.1000,+0.013075,1.4094,,0.1632,1.0000,0,0,1.0000,HOLD,0.00,10616102.58,10616102.58
1994-11-30,404.8200,-0.010462,1.3644,,0.1628,1.0000,0,0,1.0000,HOLD,0.00,10277328.61,10277328.61
1994-12-01,397.6600,-0.017687,1.2913,,0.1636,1.0000,0,0,1.0000,HOLD,0.00,9726603.21,9726603.21
1994-12-02,402.0400,+0.011014,1.3333,,0.1633,1.0000,0,0,1.0000,HOLD,0.00,10042886.50,10042886.50
1994-12-05,402.7100,+0.001666,1.3393,,0.1632,1.0000,0,0,1.0000,HOLD,0.00,10087805.87,10087805.87
1994-12-06,399.9800,-0.006779,1.3113,,0.1633,1.0000,0,0,1.0000,HOLD,0.00,9877335.05,9877335.05
1994-12-07,395.7500,-0.010576,1.2690,,0.1635,0.8000,0,0,0.8000,TRADE,1911750.91,7647003.64,9558754.55
1994-12-08,386.3000,-0.023879,1.1774,,0.1642,0.3000,0,0,0.3000,TRADE,6305038.83,2702159.50,9007198.33
1994-12-09,388.6300,+0.006032,1.1981,,0.1643,0.4000,0,0,0.4000,TRADE,5433351.07,3622234.05,9055585.12
1994-12-12,388.8800,+0.000643,1.1998,,0.1643,0.4000,0,0,0.4000,HOLD,5435721.42,3627311.73,9063033.15
1994-12-13,387.5300,-0.003472,1.1867,,0.1638,0.3000,0,0,0.3000,TRADE,6316891.33,2707239.14,9024130.47
1994-12-14,391.6500,+0.010631,1.2239,,0.1640,0.4000,0,0,0.4000,TRADE,5465978.22,3643985.48,9109963.69
1994-12-15,393.7000,+0.005234,1.2425,,0.1641,0.4000,0,0,0.4000,HOLD,5466772.96,3699280.31,9166053.27
1994-12-16,392.0100,-0.004293,1.2258,,0.1640,0.4000,0,0,0.4000,HOLD,5467567.82,3649685.14,9117252.97
1994-12-19,390.4200,-0.004056,1.2103,,0.1640,0.4000,0,0,0.4000,HOLD,5469953.11,3603343.21,9073296.32
1994-12-20,390.6100,+0.000487,1.2114,,0.1640,0.4000,0,0,0.4000,HOLD,5470748.43,3606694.56,9077442.99
1994-12-21,397.8000,+0.018407,1.2776,,0.1650,0.4000,0,0,0.4000,HOLD,5471543.87,3803949.94,9275493.81
1994-12-22,399.8000,+0.005028,1.2962,,0.1650,1.0000,0,0,1.0000,TRADE,0.00,9331647.72,9331647.72
1994-12-23,401.1500,+0.003377,1.3087,,0.1650,1.0000,0,0,1.0000,HOLD,0.00,9421229.78,9421229.78
1994-12-27,404.0300,+0.007179,1.3362,,0.1650,1.0000,0,0,1.0000,HOLD,0.00,9619141.52,9619141.52
1994-12-28,400.2600,-0.009331,1.2980,,0.1652,0.5000,0,0,0.5000,TRADE,4672381.54,4672381.54,9344763.08
1994-12-29,406.3100,+0.015115,1.3562,,0.1658,1.0000,0,0,1.0000,TRADE,0.00,9554830.11,9554830.11
1994-12-30,404.2700,-0.005021,1.3351,,0.1659,1.0000,0,0,1.0000,HOLD,0.00,9405830.26,9405830.26
1995-01-03,398.0000,-0.015509,1.2722,,0.1665,0.4000,0,0,0.4000,TRADE,5377901.76,3585267.84,8963169.60
1995-01-04,399.6500,+0.004146,1.2874,,0.1664,0.5000,0,0,0.5000,TRADE,4503317.29,4503317.29,9006634.59
1995-01-05,398.0200,-0.004079,1.2709,,0.1663,0.4000,0,0,0.4000,TRADE,5369869.73,3579913.16,8949782.89
1995-01-06,401.5900,+0.008969,1.3044,,0.1663,1.0000,0,0,1.0000,TRADE,0.00,9044981.12,9044981.12
1995-01-09,403.5300,+0.004831,1.3226,,0.1664,1.0000,0,0,1.0000,HOLD,0.00,9171179.27,9171179.27
1995-01-10,407.5700,+0.010012,1.3617,,0.1664,1.0000,0,0,1.0000,HOLD,0.00,9441672.86,9441672.86
1995-01-11,407.1000,-0.001153,1.3562,,0.1664,1.0000,0,0,1.0000,HOLD,0.00,9403890.47,9403890.47
1995-01-12,407.3200,+0.000540,1.3577,,0.1664,1.0000,0,0,1.0000,HOLD,0.00,9414028.84,9414028.84
1995-01-13,410.4800,+0.007758,1.3885,,0.1666,1.0000,0,0,1.0000,HOLD,0.00,9628009.61,9628009.61
1995-01-16,413.6500,+0.007723,1.4199,,0.1665,1.0000,0,0,1.0000,HOLD,0.00,9845802.45,9845802.45
1995-01-17,416.8900,+0.007833,1.4525,,0.1666,1.0000,0,0,1.0000,HOLD,0.00,10071765.20,10071765.20
1995-01-18,419.2600,+0.005685,1.4765,,0.1667,1.0000,0,0,1.0000,HOLD,0.00,10238006.79,10238006.79
1995-01-19,417.8300,-0.003411,1.4606,,0.1664,1.0000,0,0,1.0000,HOLD,0.00,10127614.52,10127614.52
1995-01-20,410.1300,-0.018429,1.3790,,0.1670,1.0000,0,0,1.0000,HOLD,0.00,9562122.67,9562122.67
1995-01-23,411.8900,+0.004291,1.3960,,0.1670,1.0000,0,0,1.0000,HOLD,0.00,9679927.36,9679927.36
1995-01-24,413.6000,+0.004152,1.4126,,0.1670,1.0000,0,0,1.0000,HOLD,0.00,9795114.70,9795114.70
1995-01-25,410.8700,-0.006601,1.3839,,0.1670,1.0000,0,0,1.0000,HOLD,0.00,9595706.48,9595706.48
1995-01-26,406.5000,-0.010636,1.3389,,0.1673,1.0000,0,0,1.0000,HOLD,0.00,9284182.14,9284182.14
1995-01-27,407.2200,+0.001771,1.3453,,0.1672,1.0000,0,0,1.0000,HOLD,0.00,9328333.61,9328333.61
1995-01-30,401.7100,-0.013531,1.2899,,0.1676,0.4000,0,0,0.4000,TRADE,5366664.13,3577776.08,8944440.21
