date,xndx_close,xndx_ret,tqqq_close,vxn,rv252,base_alloc,risk_on_override,circuit_cash,target_alloc_tqqq,action,cash_value,tqqq_value,equity
1985-05-13,120.1700,+0.003507,0.4861,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,773425.14,773425.14
1985-05-14,119.5600,-0.005076,0.4783,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,761097.07,761097.07
1985-05-15,119.8300,+0.002258,0.4812,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,765712.99,765712.99
1985-05-16,120.5900,+0.006342,0.4900,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,779739.36,779739.36
1985-05-17,121.6600,+0.008873,0.5027,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,799943.46,799943.46
1985-05-20,123.3600,+0.013973,0.5235,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,832913.71,832913.71
1985-05-21,122.8100,-0.004458,0.5161,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,821187.32,821187.32
1985-05-22,122.2700,-0.004397,0.5089,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,809778.36,809778.36
1985-05-23,121.3000,-0.007933,0.4964,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,789938.15,789938.15
1985-05-24,121.0500,-0.002061,0.4930,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,784501.08,784501.08
1985-05-28,119.5600,-0.012309,0.4745,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,754986.37,754986.37
1985-05-29,119.5900,+0.000251,0.4745,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,755030.54,755030.54
1985-05-30,118.7200,-0.007275,0.4638,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,738029.00,738029.00
1985-05-31,119.6400,+0.007749,0.4743,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,754675.96,754675.96
1985-06-03,119.7800,+0.001170,0.4756,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,756802.49,756802.49
1985-06-04,120.1000,+0.002672,0.4791,,0.0000,0.9000,0,0,0.9000,TRADE,76234.31,686108.77,762343.08
1985-06-05,119.7500,-0.002914,0.4746,,0.0000,1.0000,0,0,1.0000,TRADE,0.00,755883.23,755883.23
1985-06-06,119.8800,+0.001086,0.4758,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,757819.26,757819.26
1985-06-07,119.1600,-0.006006,0.4669,,0.0000,0.8000,0,0,0.8000,TRADE,148727.42,594909.68,743637.10
1985-06-10,119.0500,-0.000923,0.4653,,0.0000,0.8000,0,0,0.8000,HOLD,148816.19,592846.18,741662.37
1985-06-11,118.3400,-0.005964,0.4566,,0.0000,0.8000,0,0,0.8000,HOLD,148845.80,581824.12,730669.91
1985-06-12,116.7500,-0.013436,0.4379,,0.0000,0.4000,0,0,0.4000,TRADE,424103.82,282735.88,706839.70
1985-06-13,114.6100,-0.018330,0.4135,,0.0000,0.4000,0,0,0.4000,HOLD,424188.18,266989.96,691178.14
1985-06-14,115.4500,+0.007329,0.4223,,0.0000,0.4000,0,0,0.4000,HOLD,424272.57,272672.76,696945.32
1985-06-17,114.7600,-0.005977,0.4144,,0.0000,0.4000,0,0,0.4000,HOLD,424525.81,267591.36,692117.17
1985-06-18,114.9200,+0.001394,0.4159,,0.0000,0.4000,0,0,0.4000,HOLD,424610.26,268521.51,693131.77
1985-06-19,115.1400,+0.001914,0.4180,,0.0000,0.4000,0,0,0.4000,HOLD,424694.72,269873.68,694568.40
1985-06-20,114.5600,-0.005037,0.4114,,0.0000,0.4000,0,0,0.4000,HOLD,424779.20,265604.14,690383.34
1985-06-21,115.8000,+0.010824,0.4244,,0.0000,0.4000,0,0,0.4000,HOLD,424863.70,274040.44,698904.14
1985-06-24,117.3000,+0.012953,0.4406,,0.0000,0.4000,0,0,0.4000,HOLD,425117.30,284494.51,709611.81
1985-06-25,119.6400,+0.019949,0.4667,,0.0000,1.0000,0,0,1.0000,TRADE,0.00,726519.52,726519.52
1985-06-26,120.9500,+0.010950,0.4817,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,749865.88,749865.88
1985-06-27,122.1400,+0.009839,0.4955,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,771463.05,771463.05
1985-06-28,122.1400,+0.000000,0.4952,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,770910.78,770910.78
1985-07-01,122.4200,+0.002292,0.4982,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,775658.59,775658.59
1985-07-02,121.7900,-0.005146,0.4902,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,763126.00,763126.00
1985-07-03,121.2800,-0.004188,0.4837,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,752990.65,752990.65
1985-07-05,121.7600,+0.003958,0.4891,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,761389.88,761389.88
1985-07-08,120.8600,-0.007392,0.4779,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,743958.79,743958.79
1985-07-09,120.3100,-0.004551,0.4710,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,733267.19,733267.19
1985-07-10,120.8600,+0.004572,0.4771,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,742796.34,742796.34
1985-07-11,121.9000,+0.008605,0.4891,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,761437.43,761437.43
1985-07-12,122.8400,+0.007711,0.5001,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,778504.67,778504.67
1985-07-15,123.3300,+0.003989,0.5057,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,787260.84,787260.84
1985-07-16,124.7300,+0.011352,0.5225,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,813504.61,813504.61
1985-07-17,126.6100,+0.015073,0.5458,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,849704.10,849704.10
1985-07-18,125.3100,-0.010268,0.5286,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,822919.07,822919.07
1985-07-19,125.8700,+0.004469,0.5353,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,833359.59,833359.59
1985-07-22,125.4700,-0.003178,0.5298,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,824814.85,824814.85
1985-07-23,125.8900,+0.003347,0.5348,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,832504.16,832504.16
1985-07-24,125.1100,-0.006196,0.5244,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,816430.59,816430.59
1985-07-25,125.7800,+0.005355,0.5325,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,828959.52,828959.52
1985-07-26,125.5000,-0.002226,0.5285,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,822826.67,822826.67
1985-07-29,123.0900,-0.019203,0.4977,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,774831.48,774831.48
1985-07-30,123.1100,+0.000162,0.4976,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,774651.19,774651.19
1985-07-31,123.2700,+0.001300,0.4992,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,777113.62,777113.62
1985-08-01,124.5500,+0.010384,0.5144,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,800761.88,800761.88
1985-08-02,124.4500,-0.000803,0.5128,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,798256.33,798256.33
1985-08-05,123.2800,-0.009401,0.4979,,0.0000,0.6000,0,0,0.6000,TRADE,310066.85,465100.28,775167.13
1985-08-06,122.2700,-0.008193,0.4853,,0.0000,0.6000,0,0,0.6000,HOLD,310131.45,453333.85,763465.30
1985-08-07,121.1700,-0.008996,0.4719,,0.0000,0.6000,0,0,0.6000,HOLD,310196.06,440771.97,750968.03
1985-08-08,121.4600,+0.002393,0.4749,,0.0000,0.6000,0,0,0.6000,HOLD,310260.69,443619.09,753879.78
1985-08-09,121.7200,+0.002141,0.4776,,0.0000,0.6000,0,0,0.6000,HOLD,310325.33,446148.26,756473.59
1985-08-12,121.1600,-0.004601,0.4707,,0.0000,0.6000,0,0,0.6000,HOLD,310519.32,439668.87,750188.19
1985-08-13,119.9100,-0.010317,0.4558,,0.0000,0.4000,0,0,0.4000,TRADE,441796.70,294531.13,736327.84
1985-08-14,120.0600,+0.001251,0.4572,,0.0000,0.4000,0,0,0.4000,HOLD,441888.74,295424.13,737312.87
1985-08-15,119.7300,-0.002749,0.4531,,0.0000,0.4000,0,0,0.4000,HOLD,441980.81,292775.11,734755.91
1985-08-16,118.8100,-0.007684,0.4423,,0.0000,0.4000,0,0,0.4000,HOLD,442072.89,285815.00,727887.89
1985-08-19,118.2900,-0.004377,0.4362,,0.0000,0.4000,0,0,0.4000,HOLD,442349.24,281856.07,724205.32
1985-08-20,119.5500,+0.010652,0.4498,,0.0000,0.4000,0,0,0.4000,HOLD,442441.40,290659.61,733101.01
1985-08-21,120.3800,+0.006943,0.4588,,0.0000,0.5000,0,0,0.5000,TRADE,369518.72,369518.72,739037.43
1985-08-22,119.5200,-0.007144,0.4487,,0.0000,0.4000,0,0,0.4000,TRADE,438556.98,292371.32,730928.30
1985-08-23,119.1700,-0.002928,0.4444,,0.0000,0.0000,0,0,0.0000,TRADE,728240.24,0.00,728240.24
1985-08-26,119.0400,-0.001091,0.4426,,0.0000,0.0000,0,0,0.0000,HOLD,728695.49,0.00,728695.49
1985-08-27,117.9200,-0.009409,0.4298,,0.0000,0.0000,0,0,0.0000,HOLD,728847.31,0.00,728847.31
1985-08-28,118.4500,+0.004495,0.4353,,0.0000,0.0000,0,0,0.0000,HOLD,728999.15,0.00,728999.15
1985-08-29,118.2400,-0.001773,0.4327,,0.0000,0.0000,0,0,0.0000,HOLD,729151.03,0.00,729151.03
1985-08-30,118.3000,+0.000507,0.4330,,0.0000,0.0000,0,0,0.0000,HOLD,729302.94,0.00,729302.94
1985-09-03,117.5700,-0.006171,0.4247,,0.0000,0.0000,0,0,0.0000,HOLD,729910.89,0.00,729910.89
1985-09-04,116.8300,-0.006294,0.4164,,0.0000,0.0000,0,0,0.0000,HOLD,730063.32,0.00,730063.32
1985-09-05,116.5300,-0.002568,0.4129,,0.0000,0.0000,0,0,0.0000,HOLD,730215.79,0.00,730215.79
1985-09-06,117.1900,+0.005664,0.4196,,0.0000,0.0000,0,0,0.0000,HOLD,730368.29,0.00,730368.29
1985-09-09,117.4700,+0.002389,0.4223,,0.0000,0.0000,0,0,0.0000,HOLD,730825.99,0.00,730825.99
1985-09-10,116.5600,-0.007747,0.4122,,0.0000,0.0000,0,0,0.0000,HOLD,730978.62,0.00,730978.62
1985-09-11,115.2200,-0.011496,0.3977,,0.0000,0.0000,0,0,0.0000,HOLD,731131.28,0.00,731131.28
1985-09-12,115.3300,+0.000955,0.3985,,0.0000,0.0000,0,0,0.0000,HOLD,731283.97,0.00,731283.97
1985-09-13,114.1900,-0.009885,0.3864,,0.0000,0.0000,0,0,0.0000,HOLD,731436.69,0.00,731436.69
1985-09-16,113.3300,-0.007531,0.3774,,0.0000,0.0000,0,0,0.0000,HOLD,731895.06,0.00,731895.06
1985-09-17,111.0000,-0.020559,0.3538,,0.0000,0.0000,0,0,0.0000,HOLD,732047.91,0.00,732047.91
1985-09-18,111.7300,+0.006577,0.3606,,0.0000,0.0000,0,0,0.0000,HOLD,732200.79,0.00,732200.79
1985-09-19,113.6900,+0.017542,0.3793,,0.0000,0.0000,0,0,0.0000,HOLD,732353.71,0.00,732353.71
1985-09-20,114.0100,+0.002815,0.3822,,0.0000,0.0000,0,0,0.0000,HOLD,732506.66,0.00,732506.66
1985-09-23,115.0700,+0.009297,0.3926,,0.0000,0.3000,0,0,0.3000,TRADE,513075.98,219889.71,732965.69
1985-09-24,112.8100,-0.019640,0.3692,,0.0000,0.0000,0,0,0.0000,TRADE,719957.14,0.00,719957.14
1985-09-25,111.1700,-0.014538,0.3528,,0.0000,0.0000,0,0,0.0000,HOLD,720107.50,0.00,720107.50
1985-09-26,110.8900,-0.002519,0.3499,,0.0000,0.0000,0,0,0.0000,HOLD,720257.89,0.00,720257.89
1985-09-27,111.1300,+0.002164,0.3519,,0.0000,0.0000,0,0,0.0000,HOLD,720408.31,0.00,720408.31
1985-09-30,110.6200,-0.004589,0.3468,,0.0000,0.0000,0,0,0.0000,HOLD,720859.76,0.00,720859.76
1985-10-01,112.1400,+0.013741,0.3608,,0.0000,0.0000,0,0,0.0000,HOLD,721010.31,0.00,721010.31
1985-10-02,110.8250,-0.011726,0.3479,,0.0000,0.0000,0,0,0.0000,HOLD,721162.17,0.00,721162.17
1985-10-03,110.8700,+0.000406,0.3481,,0.0000,0.0000,0,0,0.0000,HOLD,721314.06,0.00,721314.06
1985-10-04,110.0750,-0.007171,0.3403,,0.0000,0.0000,0,0,0.0000,HOLD,721465.98,0.00,721465.98
1985-10-07,108.2000,-0.017034,0.3227,,0.0000,0.0000,0,0,0.0000,HOLD,721921.95,0.00,721921.95
1985-10-08,107.1600,-0.009612,0.3131,,0.0000,0.0000,0,0,0.0000,HOLD,722074.00,0.00,722074.00
1985-10-09,108.6300,+0.013718,0.3258,,0.0000,0.0000,0,0,0.0000,HOLD,722226.08,0.00,722226.08
1985-10-10,109.4350,+0.007410,0.3328,,0.0000,0.0000,0,0,0.0000,HOLD,722378.20,0.00,722378.20
1985-10-11,111.0500,+0.014758,0.3473,,0.0000,0.0000,0,0,0.0000,HOLD,722530.34,0.00,722530.34
1985-10-14,113.1850,+0.019226,0.3671,,0.0000,0.0000,0,0,0.0000,HOLD,722986.98,0.00,722986.98
1985-10-15,113.3800,+0.001723,0.3687,,0.0000,0.0000,0,0,0.0000,HOLD,723139.26,0.00,723139.26
1985-10-16,114.3150,+0.008247,0.3775,,0.0000,1.0000,0,0,1.0000,TRADE,0.00,723291.56,723291.56
1985-10-17,114.7400,+0.003718,0.3815,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,730830.76,730830.76
1985-10-18,114.3200,-0.003660,0.3770,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,722271.79,722271.79
1985-10-21,113.6800,-0.005598,0.3704,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,709613.67,709613.67
1985-10-22,114.4400,+0.006685,0.3776,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,723327.49,723327.49
1985-10-23,115.0650,+0.005461,0.3835,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,734650.00,734650.00
1985-10-24,115.4850,+0.003650,0.3874,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,742157.68,742157.68
1985-10-25,113.9100,-0.013638,0.3713,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,711250.23,711250.23
1985-10-28,113.8200,-0.000790,0.3701,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,709043.98,709043.98
1985-10-29,115.4000,+0.013882,0.3853,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,738053.15,738053.15
1985-10-30,115.7700,+0.003206,0.3887,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,744612.04,744612.04
1985-10-31,115.4800,-0.002505,0.3855,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,738471.43,738471.43
1985-11-01,116.2750,+0.006884,0.3932,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,753182.34,753182.34
1985-11-04,116.0400,-0.002021,0.3905,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,748062.86,748062.86
1985-11-05,116.4400,+0.003447,0.3942,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,755249.36,755249.36
1985-11-06,117.3800,+0.008073,0.4035,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,772985.11,772985.11
1985-11-07,117.6200,+0.002045,0.4057,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,777158.03,777158.03
1985-11-08,119.2600,+0.013943,0.4223,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,809094.07,809094.07
1985-11-11,120.4000,+0.009559,0.4341,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,831699.25,831699.25
1985-11-12,121.8200,+0.011794,0.4492,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,860512.20,860512.20
1985-11-13,121.1650,-0.005377,0.4416,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,845995.82,845995.82
1985-11-14,121.8350,+0.005530,0.4486,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,859404.17,859404.17
1985-11-15,122.1750,+0.002791,0.4520,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,865962.96,865962.96
1985-11-18,121.9550,-0.001801,0.4492,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,860642.36,860642.36
1985-11-19,122.5700,+0.005043,0.4557,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,873023.44,873023.44
1985-11-20,122.2000,-0.003019,0.4512,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,864468.40,864468.40
1985-11-21,123.6100,+0.011538,0.4665,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,893749.41,893749.41
1985-11-22,123.9700,+0.002912,0.4703,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,900892.97,900892.97
1985-11-25,123.1350,-0.006735,0.4604,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,882016.93,882016.93
1985-11-26,123.9500,+0.006619,0.4692,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,898871.78,898871.78
1985-11-27,125.7700,+0.014683,0.4895,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,937795.39,937795.39
1985-11-29,126.0600,+0.002306,0.4925,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,943580.63,943580.63
1985-12-02,125.1850,-0.006941,0.4819,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,923225.06,923225.06
1985-12-03,125.2300,+0.000360,0.4821,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,923529.34,923529.34
1985-12-04,127.9400,+0.021640,0.5130,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,982793.99,982793.99
1985-12-05,128.4600,+0.004064,0.5189,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,994042.12,994042.12
1985-12-06,126.9550,-0.011716,0.5003,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,958360.80,958360.80
1985-12-09,127.4850,+0.004175,0.5061,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,969647.57,969647.57
1985-12-10,127.9750,+0.003844,0.5116,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,980104.33,980104.33
1985-12-11,129.1800,+0.009416,0.5257,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,1007058.49,1007058.49
1985-12-12,129.7650,+0.004529,0.5324,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,1019989.01,1019989.01
1985-12-13,132.1250,+0.018187,0.5611,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,1074879.29,1074879.29
1985-12-16,132.6100,+0.003671,0.5668,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,1085915.84,1085915.84
1985-12-17,131.5350,-0.008106,0.5526,,0.0000,1.0000,0,0,1.0000,HOLD,0.00,1058698.84,1058698.84
