Date,bond_tr
1990-09-01,7.220719789604072
1990-10-01,7.351018804125413
1990-11-01,7.557471056860126
1990-12-01,7.760494406702325
1991-01-01,7.807697697303517
1991-02-01,7.982229075845462
1991-03-01,7.89784124665967
1991-04-01,7.9871453038464875
1991-05-01,8.025033923445816
1991-06-01,7.9692681697640655
1991-07-01,8.029392216195351
1991-08-01,8.276290871031456
1991-09-01,8.466631586796654
1991-10-01,8.588143910766071
1991-11-01,8.705206476438052
1991-12-01,8.952183754919302
1992-01-01,9.041789420065973
1992-02-01,8.902600089167217
1992-03-01,8.836862397065266
1992-04-01,8.92782513354302
1992-05-01,9.037339040362957
1992-06-01,9.172104271995945
1992-07-01,9.488676966955957
1992-08-01,9.706945292806532
1992-09-01,9.875912095862095
1992-10-01,9.810059485420302
1992-11-01,9.671411462640373
1992-12-01,9.79361741544223
1993-01-01,9.96450822894805
1993-02-01,10.256649968778671
1993-03-01,10.514834123610209
1993-04-01,10.574834702956057
1993-05-01,10.573901916477112
1993-06-01,10.688091649622756
1993-07-01,10.857198057685949
1993-08-01,11.01269598727957
1993-09-01,11.323541181647052
1993-10-01,11.399474135087905
1993-11-01,11.117772850249018
1993-12-01,11.130040902990759
1994-01-01,11.19982467938002
1994-02-01,11.073248551775672
1994-03-01,10.719855924569146
1994-04-01,10.407532225341246
1994-05-01,10.317697230490039
1994-06-01,10.435596045491572
1994-07-01,10.354755605294287
1994-08-01,10.459769726612755
1994-09-01,10.366765347420554
1994-10-01,10.236433605490356
1994-11-01,10.153421450246208
1994-12-01,10.32047891951176
1995-01-01,10.408067552010252
1995-02-01,10.688653778778717
1995-03-01,10.948748575947805
1995-04-01,11.118636597642034
1995-05-01,11.51132649506909
1995-06-01,11.945314088580355
1995-07-01,11.912655086717912
1995-08-01,11.796885034452904
1995-09-01,12.101682519756917
1995-10-01,12.302628139497111
1995-11-01,12.462087506364758
1995-12-01,12.72238545536178
1996-01-01,12.838877168482373
1996-02-01,12.748283825870232
1996-03-01,12.382350720190644
1996-04-01,12.23535740102903
1996-05-01,12.103695685398273
1996-06-01,12.02854738849986
1996-07-01,12.130995816153312
1996-08-01,12.393265808109192
1996-09-01,12.297217766578926
1996-10-01,12.622672700013148
1996-11-01,12.984201714745229
1996-12-01,12.958465129913046
1997-01-01,12.768426734462166
1997-02-01,12.981700764716988
1997-03-01,12.803365736225507
1997-04-01,12.696172397463911
1997-05-01,12.926844237681953
1997-06-01,13.19725085722473
1997-07-01,13.519636393242676
1997-08-01,13.512472318263963
1997-09-01,13.66991035073645
1997-10-01,13.916465205120986
1997-11-01,14.136923294559695
1997-12-01,14.27810272699887
1998-01-01,14.628370396423254
1998-02-01,14.663453487904661
1998-03-01,14.64490623990539
1998-04-01,14.72462747117983
1998-05-01,14.783000900488364
1998-06-01,15.0156492394
1998-07-01,15.128976478836435
1998-08-01,15.332615567382483
1998-09-01,16.007990950602437
1998-10-01,16.41640454073285
1998-11-01,16.094532788611343
1998-12-01,16.381579519689915
1999-01-01,16.35624626687162
1999-02-01,16.067182251481928
